donor;recipient;amount;project title;;Settings;;;;;;;;;;;;;;
Italy;South of Sahara, regional;0,268979957;Collaboration project for the promotion of environmentally-sound technologies and energy efficiency best practices;;;;;;;;;;;;;;;;
Italy;South of Sahara, regional;0,049492862;Provision of modern, affordable and sustainable energy services to rural poor communities in West African countries from Jatropha curcas oil: an integrated approach based on technological transfer and capacity building improvement;;;;;;;;;;;;;;;;
Italy;Tanzania;0,042269188;Afya MAJI NA: Health - Drinking water in the District of Bahi;;;;;;;;;;;;;;;;
Italy;Tanzania;0,048352542;Improving water access project in Leguruki and King'ori ward (Tanzania) - MAJI;;;;;;;;;;;;;;;;
Italy;Tanzania;0,052242465;AFYA NA MAJI: HEALTH DRINKING WATER IN THE DISTRICT OF BAHI;;;;;;;;;;;;;;;;
Italy;Thailand;0,001810345;Campusworld;;;;;;;;;;;;;;;;
Italy;Tunisia;0,022341491;PhD;;;;;;;;;;;;;;;;
Italy;Tunisia;0,206220258;Agreement for implementation of the carbon footprint activites and construction of a industrial solar power plant;;;;;;;;;;;;;;;;
Italy;Turkey;0,022341491;PhD;;;;;;;;;;;;;;;;
Italy;Vietnam;0,005431034;Campusworld;;;;;;;;;;;;;;;;
Japan;Afghanistan;2;Large-scale Socio-Demographic and Economic Survey in Bamyan;;;;;;;;;;;;;;;;
Japan;Africa, regional;0,134506478;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Africa, regional;0,215612683;Promotion of Sustainable Management of African Forests Phase3 Stage1;;;;;;;;;;;;;;;;
Japan;Africa, regional;0,116037778;Study project of relation between forest and water in semi-arid area.;;;;;;;;;;;;;;;;
Japan;Africa, regional;1,565917204;Strengthening capacity to combat Drought and Famine in the Horn of Africa: Tapping groundwater resources for emergency water supply;;;;;;;;;;;;;;;;
Japan;America, regional;0,058124211;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Asia, regional;1,479072812;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Asia, regional;0,627299051;Methodological and technological study on preventing deforestation and forest degradation.;;;;;;;;;;;;;;;;
Japan;Asia, regional;1,017362159;Support the Improvement of Irrigation Facilities Adaptable to Climate Change in Lower Mekong Basin;;;;;;;;;;;;;;;;
Japan;Asia, regional;1,095264143;Study on Impact of Climate Change on Irrigation Systems and Rural Areas, and its Adaptation Measures;;;;;;;;;;;;;;;;
Japan;Asia, regional;0,333388824;Study on maintenance conservation measures of irrigation/drainage system in coastal and estuary area;;;;;;;;;;;;;;;;
Japan;Asia, regional;0,955714629;The Project on Strengthening of Capacity Building in Developing Countries in Asia;;;;;;;;;;;;;;;;
Japan;Bangladesh;197,3357355;Khulna Water Supply Project;;;;;;;;;;;;;;;;
Japan;Benin;6,14206952;Le programme pour l'amlioration de capacit faisant face aux dsastres naturels causs par le changement climatique;;;;;;;;;;;;;;;;
Japan;Bhutan;12,78435466;The Project for Restoration and Improvement of Vital Infrastructure for Cyclone Disaster;;;;;;;;;;;;;;;;
Japan;Bilateral, unspecified;1,78390602;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Bilateral, unspecified;1,570313574;Assisting countries in reporting progress in NLBI implementation to the UNFF;;;;;;;;;;;;;;;;
Japan;Bilateral, unspecified;1,159888491;Study project of relation between forest and water in semi-arid area.;;;;;;;;;;;;;;;;
Japan;Bilateral, unspecified;0,999247877;Analysis and Mapping of Impacts under Climate change for Adaptation and Food security;;;;;;;;;;;;;;;;
Japan;Bilateral, unspecified;0,15;ISDR Campaign on Safer Cities;;;;;;;;;;;;;;;;
Japan;Bilateral, unspecified;0,03;ICL for World Landslide Forum;;;;;;;;;;;;;;;;
Japan;Bilateral, unspecified;0,037448;Genetic enhancement and varietal deveolopment of vegetables;;;;;;;;;;;;;;;;
Japan;Bilateral, unspecified;0,05;Prevention Web;;;;;;;;;;;;;;;;
Japan;Bilateral, unspecified;0,1;Global Assesment Report;;;;;;;;;;;;;;;;
Japan;Bilateral, unspecified;0,23243982;Provide Financial Support to Environment Directorate;;;;;;;;;;;;;;;;
Japan;Bilateral, unspecified;0,31907432;Support Adaptation Project Formulation through Direct Access to the Adaptation Fund in Asia and the Pacific;;;;;;;;;;;;;;;;
Japan;Bolivia;14,74096685;the forest preservation program;;;;;;;;;;;;;;;;
Japan;Brazil;0,270873103;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Burkina Faso;8,598897328;Programme for the Improvement of Capabilities to cope with Natural Disasters caused by Climate Change;;;;;;;;;;;;;;;;
Japan;Burkina Faso;0,317;Appropriate Varieties of Early maturing Cowpea for Burkina Faso;;;;;;;;;;;;;;;;
Japan;Burkina Faso;0,048179349;The Project for the edification about sustainable use of vegetation in Yagma village;;;;;;;;;;;;;;;;
Japan;Burundi;6,633435081;The Project for Introduction of Clean Energy by Solar Electricity Generation System);;;;;;;;;;;;;;;;
Japan;Burundi;3,685241712;The Programme for the Improvement of Capabilities to Cope with Natural Disasters Caused by Climate Change;;;;;;;;;;;;;;;;
Japan;Cambodia;0,121995713;The Project for Rehabilitating Boeung Veam Irrigation System in Kampong Cham Province;;;;;;;;;;;;;;;;
Japan;Cambodia;0,114314282;The Project for Rehabilitating Potawa Irrigation System in Takeo Province;;;;;;;;;;;;;;;;
Japan;Cambodia;0,121163168;The Project for Improving Agricultural Product Market Access in Pursat Province;;;;;;;;;;;;;;;;
Japan;Cambodia;12,28413904;the Programme for the Improvement of Capabilities to cope with Natural Disasters Caused by Climate Change;;;;;;;;;;;;;;;;
Japan;Cambodia;53,55879298;West Tonle Sap Irrigation Rehabilitation Project;;;;;;;;;;;;;;;;
Japan;Cambodia;46,42012978;The Project for Flood Protection and Drainage Improvement in the Phnom Penh Capital City (Phase III);;;;;;;;;;;;;;;;
Japan;Cambodia;19,11336461;Project for Flood Disaster Rehabilitation and Mitigation;;;;;;;;;;;;;;;;
Japan;Cameroon;0,469940057;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Cape Verde;3,685241712;The Programme for the Improvement of Capabilities to cope with Natural Disasters caused by Climate Change;;;;;;;;;;;;;;;;
Japan;Chile;0,122764995;El Proyecto 'Reconstruccion Sala Educativa del Centro de Atencion Primaria Ambiental de Pudahuel';;;;;;;;;;;;;;;;
Japan;Congo, Dem. Rep.;44,62827713;Le projet d'extension de l'usine de traitement des eaux de Ngaliema dans la ville de Kinshasa;;;;;;;;;;;;;;;;
Japan;Congo, Dem. Rep.;0,995015262;Le projet d'extension de l'usine de traitement des eaux de Ngaliema dans la ville de Kinshasa (le Concept Detaille);;;;;;;;;;;;;;;;
Japan;Congo, Dem. Rep.;23,88036629;Le projet de rehabilitation de l'usine de traitement des eaux de Ngaliema dans la ville de Kinshasa;;;;;;;;;;;;;;;;
Japan;Congo, Dem. Rep.;0,5;Support to Emergency Obdtetric and Neonatal Care (EmONC) improvement in the provinces of Bas-Congo, Bandundu and Kinshasa;;;;;;;;;;;;;;;;
Japan;Congo, Rep.;0,00527705;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Costa Rica;0,099198145;Proyecto de Construccion del Salon- Albergue de Luzon;;;;;;;;;;;;;;;;
Japan;Costa Rica;8,598897328;the Forest Preservation Programme;;;;;;;;;;;;;;;;
Japan;Cote d'Ivoire;4,667972835;l'amlioration de capacit oprationnelle de l'Office Nationale de la protection civile et de l'Office National de l'Eau Portable;;;;;;;;;;;;;;;;
Japan;Djibouti;6,14206952;The Programme for the Improvement of Capabilities to cope with Natural Disasters caused by Climate Change;;;;;;;;;;;;;;;;
Japan;Djibouti;1,929614103;Emergency assistance in pastoral areas of Djibouti;;;;;;;;;;;;;;;;
Japan;El Salvador;5,063142942;The Project for Improvement of Equipment for Disaster Risk Management;;;;;;;;;;;;;;;;
Japan;Ethiopia;1,27755046;The Project for Rural Water Supply in Tigray Region (Detailed Design);;;;;;;;;;;;;;;;
Japan;Ethiopia;15,52715175;The Project for Rural Water Supply in Tigray Region;;;;;;;;;;;;;;;;
Japan;Ethiopia;0,5;Improved Community Resilience, Preparedness for SRH, GBV and HIV Response in selected Food insecure Districts of Ethiopia;;;;;;;;;;;;;;;;
Japan;Ethiopia;0,222952158;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Ethiopia;0,506144851;Emergency Reproductive Health, HIV and Response in drought affected woredas of East Hararghe and Wolaita Zones in Oromia and SNNP Regions;;;;;;;;;;;;;;;;
Japan;Far East Asia, regional;0,166227475;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Fiji;1,488152134;Disaster prevention and preparedness;;;;;;;;;;;;;;;;
Japan;Fiji;0,969661087;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Fiji;3,797357207;The Project for Improvement of Equipment for Disaster Risk Management;;;;;;;;;;;;;;;;
Japan;Gabon;0,004689291;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Gambia;6,14206952;The Programme for the Improvement of Capabilities to cope with Natural Disasters caused by Climate Change;;;;;;;;;;;;;;;;
Japan;Gambia;0,100414276;Project for installing a motorpump against the flood;;;;;;;;;;;;;;;;
Japan;Ghana;8,598897328;Programme for the Improvement of Capabilities to cope with Natural Disasters caused by Climate Change;;;;;;;;;;;;;;;;
Japan;Ghana;0,688719978;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Guinea-Bissau;0,5;Strengthening Emergency Obstetric Care in Guinea Bissau;;;;;;;;;;;;;;;;
Japan;Guyana;3,788886268;The Project for the Rehabilitation of the East Demerara Water Conservancy(2);;;;;;;;;;;;;;;;
Japan;Guyana;3,625788515;The Project for the Rehabilitation of the East Demerara Water Conservancy;;;;;;;;;;;;;;;;
Japan;Honduras;13,77548716;the Project for Landslide Prevention in Tegucigalpa Metroplitan Area;;;;;;;;;;;;;;;;
Japan;Indonesia;334,0671612;To support climate change policies;;;;;;;;;;;;;;;;
Japan;Indonesia;11,49235912;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Indonesia;12,28413904;The Programme for the Improvement of Capability to cope wuth Natural Disasters Caused by Climate Change;;;;;;;;;;;;;;;;
Japan;Indonesia;25,83217492;The Project for Urgent Reconstruction of East Pump Station of Pluit in Jakarta;;;;;;;;;;;;;;;;
Japan;Iraq;0,027241332;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Jordan;13,90564539;Project for Energy Conservation through Upgrading Water Supply Network in the Hashemite Kingdom of Jordan;;;;;;;;;;;;;;;;
Japan;Kenya;161,8803843;To increase the productivity of rice;;;;;;;;;;;;;;;;
Japan;Kenya;6,14206952;The Programme for the Improvement of Capabilities to cope with Natural Disasters caused by Climate Change;;;;;;;;;;;;;;;;
Japan;Kenya;0,418659387;Disaster prevention and preparedness;;;;;;;;;;;;;;;;
Japan;Kenya;7,640502441;The Project for Rural Water Supply (Phase II);;;;;;;;;;;;;;;;
Japan;Kenya;6,469599116;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Kenya;0,101072991;Study project of relation between forest and water in semi-arid area.;;;;;;;;;;;;;;;;
Japan;Kenya;2,020538328;Emergency and early recovery support to protect, restore and improve Host Communities' food security and livelihoods around Dadaab refugee camps;;;;;;;;;;;;;;;;
Japan;Kiribati;0,160329487;The Project for Water Supply for Banaba Island;;;;;;;;;;;;;;;;
Japan;Laos;12,28413904;the Programme for the Improvement of Capabilities to cope with Natural Disasters Caused by Climate Change;;;;;;;;;;;;;;;;
Japan;Lebanon;0,107012877;Project for Improving the Fire Fighting Equipment to Preserve Forest in Chouf;;;;;;;;;;;;;;;;
Japan;Lesotho;6,14206952;The Programme for the Improvement of Capabilities to cope with Natural Disasters Caused by Climate Change;;;;;;;;;;;;;;;;
Japan;Malawi;6,14206952;The Programme for the Improvement of Capabilities to cope with Natural Disasters Caused by Climate Change;;;;;;;;;;;;;;;;
Japan;Mali;6,14206952;Le programme pour l'amlioration de capacit faisant face aux dsastres naturels causs par le changement climatique;;;;;;;;;;;;;;;;
Japan;Mauritania;6,14206952;The Programme for the Improvement of Capabilities to cope with Natural Disasters caused by Climate Change;;;;;;;;;;;;;;;;
Japan;Mauritius;3,530499615;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Middle East, regional;0,002644914;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Morocco;7,351944878;The Project for Flood Forecasting and Warning System in High Atlas Area;;;;;;;;;;;;;;;;
Japan;Mozambique;0,052404451;Disaster prevention and preparedness;;;;;;;;;;;;;;;;
Japan;Mozambique;0,22391046;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Myanmar;0,266919054;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Myanmar;7,379530838;the Project for Mangrove Rehabilitation Plan for Enhancement of Disaster Prevention in Ayeyawady Delta;;;;;;;;;;;;;;;;
Japan;Myanmar;14,68311453;The Project for Improvement of Machinery for Rehabilitation of Polder Embankment in Ayeyawady Delta;;;;;;;;;;;;;;;;
Japan;Nauru;0,104026833;The Project for Upgrading of Water Supply System in Eastern Communities of Nauru;;;;;;;;;;;;;;;;
Japan;Nauru;0,104026833;The Project for Upgrading of Water Supply System in Northern Communities of Nauru;;;;;;;;;;;;;;;;
Japan;Nepal;7,370483424;the Forest Preservation Programme;;;;;;;;;;;;;;;;
Japan;Niger;1,039825908;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Pakistan;9,815027093;the Project for Expansion of Water Supply System in Faisalabad;;;;;;;;;;;;;;;;
Japan;Pakistan;45,41446203;the Project for the Improvement of Water Supply System in Abbottabad;;;;;;;;;;;;;;;;
Japan;Pakistan;15,02350205;Urgent Rehabilitation Project for Sewerage and Drainage System in Lahore;;;;;;;;;;;;;;;;
Japan;Pakistan;3,56305861;Strategic Strengthening of Flood Warning and Management Capacity;;;;;;;;;;;;;;;;
Japan;Pakistan;0,5;Revitalization of Reproductive Health Services in Flood Affected Districts;;;;;;;;;;;;;;;;
Japan;Pakistan;8,645316573;The Project for Upgrading of Mechanical System for Sewerage and Drainage Service in Faisalabad;;;;;;;;;;;;;;;;
Japan;Panama;0,149666107;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Paraguay;8,598897328;The Forest Preservation Programme;;;;;;;;;;;;;;;;
Japan;Peru;11,05572514;the Forest Preservation Program;;;;;;;;;;;;;;;;
Japan;Philippines;6,601002913;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Philippines;121,7603862;Rehabilitation of damaged facilities;;;;;;;;;;;;;;;;
Japan;Philippines;18,42620856;the Programme for the Improvement of Capabilities to cope with Natural Disasters Caused by Climate Change;;;;;;;;;;;;;;;;
Japan;Philippines;0,121556224;The Project for Providing Agricultural Relief Assistance to Typhoon Victims in Northern Luzon;;;;;;;;;;;;;;;;
Japan;Philippines;0,670224517;Climate Change Adaptation in Rainfed Rice Areas;;;;;;;;;;;;;;;;
Japan;Philippines;9,271479974;The Project for Evacuation Shelter Construction in Disaster Vulnerable Areas in Province of Albay;;;;;;;;;;;;;;;;
Japan;Philippines;0,235994055;Community Development Project with the Children of Indigenous Community in Mindanao;;;;;;;;;;;;;;;;
Japan;Philippines;12,65785736;the Project for Improvement of Equipment for Disaster Risk Management;;;;;;;;;;;;;;;;
Japan;Rwanda;0,113052186;The Project for Installation of Solar Panel for Shyira Hospital;;;;;;;;;;;;;;;;
Japan;Samoa;9,151683584;the Programme for Improving the Weather Forecasting System and Meteorological Warning Facilities;;;;;;;;;;;;;;;;
Japan;Senegal;8,598897328;Le programme pour l'amlioration de capacit faisant face aux dsastres naturels causs par le changement climatique;;;;;;;;;;;;;;;;
Japan;Senegal;0,557501534;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Senegal;0,122031871;Project for installing motorpumps against the flood in Dakar;;;;;;;;;;;;;;;;
Japan;Seychelles;0,787583252;Disaster prevention and preparedness;;;;;;;;;;;;;;;;
Japan;Seychelles;1,603533148;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Sierra Leone;3,685241712;The Programme for the Improvement of Capabilities to cope with Natural Disasters Caused by Climate Change;;;;;;;;;;;;;;;;
Japan;Solomon Islands;0,236689045;Disaster prevention and preparedness;;;;;;;;;;;;;;;;
Japan;Solomon Islands;6,323174434;The Project for the Improvement of Radio Broadcasting Network for Administration of Disaster Prevention;;;;;;;;;;;;;;;;
Japan;Solomon Islands;0,206827129;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Solomon Islands;0,112933188;The Project for Enhancement of Disaster Preparedness in Tamboko Community;;;;;;;;;;;;;;;;
Japan;Solomon Islands;0,045067491;The Project for Improvement of Maravovo Water Supply;;;;;;;;;;;;;;;;
Japan;South Africa;2,769442932;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Thailand;0,082302503;The Project for Construction of Water Supply Facilities in Mae Suai District, Chiang Tai Province;;;;;;;;;;;;;;;;
Japan;Thailand;0,100735394;The Project for Environmental Protection and Empowerment of Local People through Sustainable Development of Sago Palm Ecology;;;;;;;;;;;;;;;;
Japan;Thailand;0,111369479;The Project for Construction of a Promoting Center for Organic Agriculture in Ngao District, Lampang Province;;;;;;;;;;;;;;;;
Japan;Thailand;0,102987188;The Project for Restoration of the Moon River;;;;;;;;;;;;;;;;
Japan;Thailand;0,113229334;Network Group for Flood Prevention and Environmental Rehabilitation of the Phasak River and its Khon kaen Tributary;;;;;;;;;;;;;;;;
Japan;Thailand;27,11638211;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Thailand;69,36505831;The Rehabilitation Project of the Outer Bangkok Ring Road(East Portion);;;;;;;;;;;;;;;;
Japan;Thailand;32,27753626;The Flood Prevention Project of East Side of the Pasak River in Ayutthaya;;;;;;;;;;;;;;;;
Japan;Timor-Leste;0,172385511;Project for Improvement of livelihood for the farmers in mountainous areas;;;;;;;;;;;;;;;;
Japan;Togo;6,14206952;The Programme for Improvement of Capabilities to Cope with Natural Disasters Caused by Climate Change;;;;;;;;;;;;;;;;
Japan;Togo;0,004778733;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Tonga;0,285829547;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Tunisia;12,28413904;Project for Desalination of Groundwater in Southern Region;;;;;;;;;;;;;;;;
Japan;Turkey;0,228484755;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Tuvalu;0,650316524;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Uganda;6,14206952;The Programme for the Improvement of Capabilities to cope with Natural Disasters caused by Climate Change;;;;;;;;;;;;;;;;
Japan;Vanuatu;3,797357207;The Project for Improvement of Equipment for Disaster Risk Management;;;;;;;;;;;;;;;;
Japan;Venezuela;0,112845052;Proyecto de Consolidacion del Complejo Biotecnologico Kyoto en Estado Merida;;;;;;;;;;;;;;;;
Japan;Vietnam;122,8413904;TO CONTRIBUTE TO NTP-RCC;;;;;;;;;;;;;;;;
Japan;Vietnam;0,069208839;Disaster prevention and preparedness;;;;;;;;;;;;;;;;
Japan;Vietnam;2,239569797;TC AGGREGATED ACTIVITIES;;;;;;;;;;;;;;;;
Japan;Vietnam;53,15346962;TO DEVELOP DRAINAGE AND SEWERAGE;;;;;;;;;;;;;;;;
Japan;Vietnam;8,57432905;the Project for Rehabilitation of Small-Scale Reservoirs in Quang Ngai Province;;;;;;;;;;;;;;;;
Japan;Vietnam;24,56827808;the Programme for the Improvement of Capabilities to cope with Natural Disasters Caused by Climate Change;;;;;;;;;;;;;;;;
Japan;Vietnam;0,1226701;The Project for Constructing Irrigation Facilities in Long Phung Commune, Can Giuoc District, Long An Province;;;;;;;;;;;;;;;;
Japan;Vietnam;9,71058931;Pjt for Disaster & CC Countermeasures Using EOS(I);;;;;;;;;;;;;;;;
Japan;Vietnam;80,95921552;Project for Disaster & CC Countermeasures Using EOS(I);;;;;;;;;;;;;;;;
Japan;Vietnam;125,4598102;Support Program to Respond to Climate Change (II);;;;;;;;;;;;;;;;
Japan;West Bank & Gaza Strip;33,2468497;Jericho Wastewater Collection, Treatment System and Reuse Project;;;;;;;;;;;;;;;;
Japan;Yemen;19,58091763;The Project for Rural Water Supply;;;;;;;;;;;;;;;;
Japan;Zimbabwe;0,5;Reducing Maternal Mortality in Zimbabwe: Increasing access to skilled attendance at birth;;;;;;;;;;;;;;;;
Japan;Zimbabwe;0,125466353;The Project for Supplying Safe Water and Supporting Training to Improve Cultivation Skills in Chipinge District;;;;;;;;;;;;;;;;
Japan;Zimbabwe;0,126571612;The Project for Construction of a Classroom Block for deaf students at King George VI Centre;;;;;;;;;;;;;;;;
Korea;Afghanistan;0,033408427;SAARC Special Training Program - Climate Change and Disaster Prevention;;;;;;;;;;;;;;;;
Korea;Asia, regional;1,229549;Strengthen control of vectorborne disease to lessen the impact of climate change;;;;;;;;;;;;;;;;
Korea;Azerbaijan;27,70274678;A Total Solution for Water Shortage on the Absheron Peninsula;;;;;;;;;;;;;;;;
Korea;Azerbaijan;1,274006056;Kahriz Rehabilition Project;;;;;;;;;;;;;;;;
Korea;Azerbaijan;0,019674443;Disaster Prediction and Warning System;;;;;;;;;;;;;;;;
Korea;Bangladesh;0,012179498;Analysis of COMS Data;;;;;;;;;;;;;;;;
Korea;Bangladesh;0,113016016;Disaster Prevention and Management (Bangladesh);;;;;;;;;;;;;;;;
Korea;Bangladesh;0,031353135;SAARC Special Training Program - Climate Change and Disaster Prevention;;;;;;;;;;;;;;;;
Korea;Bangladesh;0,009543536;Disaster Prediction and Warning System;;;;;;;;;;;;;;;;
Korea;Bangladesh;0,012445252;Analysis of COMS(Communication, Ocean, Meteorological Satellite) Data (for Asian Pacific Countries);;;;;;;;;;;;;;;;
Korea;Bhutan;0,028950646;SAARC Special Training Program - Climate Change and Disaster Prevention;;;;;;;;;;;;;;;;
Korea;Bilateral, unspecified;0,027566306;Climate Change Financing for Developing Countries:Issues and Implicatons;;;;;;;;;;;;;;;;
Korea;Bolivia;9,036488255;Project for Irrigation of Pampas de Padilla - Chuquisaca;;;;;;;;;;;;;;;;
Korea;Cambodia;0,009899027;Analysis of COMS Data;;;;;;;;;;;;;;;;
Korea;Cambodia;0,010340682;Climate Change and Disaster Prevention;;;;;;;;;;;;;;;;
Korea;Cambodia;0,083264789;Integrated Water Resources Management (Cambodia);;;;;;;;;;;;;;;;
Korea;Cambodia;0,037470883;Disaster Prediction and Warning System;;;;;;;;;;;;;;;;
Korea;Cambodia;0,020579096;Analysis of COMS(Communication, Ocean, Meteorological Satellite) Data (for Asian Pacific Countries);;;;;;;;;;;;;;;;
Korea;Cambodia;0,009845756;Response to Climate Change for ASEAN;;;;;;;;;;;;;;;;
Korea;Cameroon;0,017408231;Hydro-infra Development & Management;;;;;;;;;;;;;;;;
Korea;Cameroon;0,028825874;Improvement of Mateorological Disaster Responsivess for African countries;;;;;;;;;;;;;;;;
Korea;Central African Rep.;0,037099538;Improvement of Mateorological Disaster Responsivess for African countries;;;;;;;;;;;;;;;;
Korea;Chad;0,010691;Improvement of Mateorological Disaster Responsivess for African countries;;;;;;;;;;;;;;;;
Korea;China;0,013366447;Disaster Prediction and Warning System;;;;;;;;;;;;;;;;
Korea;China;0,005013214;Climate Change and Disaster Prevention;;;;;;;;;;;;;;;;
Korea;China;0,058963086;Extended Establishment of Joint Monitoring Network of Sand and Dust Storms;;;;;;;;;;;;;;;;
Korea;Colombia;0,032036871;Disaster Prediction and Warning System;;;;;;;;;;;;;;;;
Korea;Colombia;0,015883671;Climate Change and Disaster Prevention;;;;;;;;;;;;;;;;
Korea;Colombia;0,010547708;Ocean Observation and Hydrographic Surveying;;;;;;;;;;;;;;;;
Korea;Congo, Dem. Rep.;0,009383055;Improvement of Mateorological Disaster Responsivess for African countries;;;;;;;;;;;;;;;;
Korea;Congo, Rep.;0,007306;Improvement of Mateorological Disaster Responsivess for African countries;;;;;;;;;;;;;;;;
Korea;Cook Islands;0,00847723;PIF Special Training on Climate Change;;;;;;;;;;;;;;;;
Korea;Cote d'Ivoire;0,007974216;Improvement of Mateorological Disaster Responsivess for African countries;;;;;;;;;;;;;;;;
Korea;Dominican Republic;0,020238648;Ocean Observation and Hydrographic Surveying;;;;;;;;;;;;;;;;
Korea;Ecuador;0,009041196;Water Resources Management for Responding to Climate Change;;;;;;;;;;;;;;;;
Korea;Ecuador;0,010812065;Ocean Observation and Hydrographic Surveying;;;;;;;;;;;;;;;;
Korea;Ethiopia;0,048942545;Improvement of Mateorological Disaster Responsivess for African countries;;;;;;;;;;;;;;;;
Korea;Ethiopia;0,042043482;Disaster Prediction and Warning System;;;;;;;;;;;;;;;;
Korea;Far East Asia, regional;0,63;Application of community-based integrated water supply and wastewater treatment systems to improve resilience to climate change;;;;;;;;;;;;;;;;
Korea;Far East Asia, regional;0,045;Adaptation of climate change and Enforce the cooperation of global envir;;;;;;;;;;;;;;;;
Korea;Fiji;0,015301874;Disaster Prediction and Warning System;;;;;;;;;;;;;;;;
Korea;Fiji;0,006091872;Water Resources Management for Responding to Climate Change;;;;;;;;;;;;;;;;
Korea;Fiji;0,005833886;Analysis of COMS Data;;;;;;;;;;;;;;;;
Korea;Fiji;0,011799419;Climate Change and Disaster Prevention;;;;;;;;;;;;;;;;
Korea;Fiji;0,007768252;Ocean Observation and Hydrographic Surveying;;;;;;;;;;;;;;;;
Korea;Fiji;0,03100747;PIF Special Training on Climate Change;;;;;;;;;;;;;;;;
Korea;Fiji;0,024176622;Analysis of COMS(Communication, Ocean, Meteorological Satellite) Data (for Asian Pacific Countries);;;;;;;;;;;;;;;;
Korea;Guatemala;0,017393368;Educational Policy Development for Gender Equality;;;;;;;;;;;;;;;;
Korea;Guatemala;0,024468802;Disaster Prediction and Warning System;;;;;;;;;;;;;;;;
Korea;Honduras;0,017149183;Climate Change and Disaster Prevention;;;;;;;;;;;;;;;;
Korea;Honduras;0,027174728;Disaster Prediction and Warning System;;;;;;;;;;;;;;;;
Korea;India;0,022286846;SAARC Special Training Program - Climate Change and Disaster Prevention;;;;;;;;;;;;;;;;
Korea;Indonesia;0,005254213;Water Resources Management for Responding to Climate Change;;;;;;;;;;;;;;;;
Korea;Indonesia;1,59250757;Master Planning and Feasibility Study of Karian Dam?Serpong Water Supply System;;;;;;;;;;;;;;;;
Korea;Indonesia;0,00564597;Analysis of COMS Data;;;;;;;;;;;;;;;;
Korea;Indonesia;3,185015141;Coastal Protection and Management Policy Addressing on Climate Change Impact in Indonesia;;;;;;;;;;;;;;;;
Korea;Indonesia;0,020594;Disaster Prediction and Warning System;;;;;;;;;;;;;;;;
Korea;Indonesia;0,021866293;Analysis of COMS(Communication, Ocean, Meteorological Satellite) Data (for Asian Pacific Countries);;;;;;;;;;;;;;;;
Korea;Indonesia;0,702837975;Green School Action Project for Climate Education;;;;;;;;;;;;;;;;
Korea;Indonesia;0,005136742;Response to Climate Change for ASEAN;;;;;;;;;;;;;;;;
Korea;Jamaica;0,007508142;Water Resources Management for Responding to Climate Change;;;;;;;;;;;;;;;;
Korea;Jamaica;0,010321572;Ocean Observation and Hydrographic Surveying;;;;;;;;;;;;;;;;
Korea;Jordan;0,005967657;Water Resources Management for Responding to Climate Change;;;;;;;;;;;;;;;;
Korea;Jordan;0,008125;Disaster Prediction and Warning System;;;;;;;;;;;;;;;;
Korea;Kazakhstan;0,011284509;Hydro-infra Development & Management;;;;;;;;;;;;;;;;
Korea;Kenya;0,049478224;Improvement of Mateorological Disaster Responsivess for African countries;;;;;;;;;;;;;;;;
