source;id;projecttitle;year;amount;currency;donor;recipient;recipient_mapped;purpose;sector;sector_mapped
oecd_riomarkers;1365;UNFCCC - support for expert group for preparation of a Green Fund;2011;559660;USD;Denmark;Bilateral, unspecified;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1366;Climate Change Adaptation in Northern Ghana;2011;867473;USD;Denmark;Ghana;Ghana;water resources protection;i.4. water supply & sanitation;health
oecd_riomarkers;1367;UNDP - support for the Maldives (coastal protection, sustainable energy, capacity building, research and technology);2011;9327662;USD;Denmark;Maldives;Maldives;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1368;Bridging support to the Climate Change Unit;2011;932766;USD;Denmark;Uganda;Uganda;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;1369;Building resilience to natural disasters;2011;834260;USD;EU Institutions;Cook Islands;Cook Islands;disaster prevention and preparedness;viii.3. disaster prevention & preparedness;disaster risk reduction
oecd_riomarkers;1370;Disaster Risk Reduction in Eight Pacific ACP States;2011;695217;USD;EU Institutions;Nauru;Nauru;disaster prevention and preparedness;viii.3. disaster prevention & preparedness;disaster risk reduction
oecd_riomarkers;1371;Monitoring for the Environment and Security in Africa (MESA);2011;51446051;USD;EU Institutions;South of Sahara, regional;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1372;Bangladesh Climate Change Resilience Fund (BCCRF);2011;27808676;USD;EU Institutions;Bangladesh;Bangladesh;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1373;Adaptation aux changements climatiques (GCCA);2011;11123471;USD;EU Institutions;Benin;Benin;flood prevention/control;iv.1. general environment protection;natural resource management
oecd_riomarkers;1374;Global Climate Change Alliance - Climate Change Adaptation in the Renewable Natural Resources Sector;2011;5005562;USD;EU Institutions;Bhutan;Bhutan;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1375;Environment and sustainable management of natural resources, including energy;2011;4588432;USD;EU Institutions;Bilateral, unspecified;Non-specific;agricultural policy & admin. mgmt;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1376;CLIMA South:Support to Climate Mitigation and Adaptation in ENPI South countries;2011;6952169;USD;EU Institutions;Bilateral, unspecified;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1377;Contribution of ENRTP to the Neighbourhood Investment Facility (NIF) and the Latin America Investment Facility (LAIF) specifically for the Climate Change Windows of the facilities;2011;24054505;USD;EU Institutions;Bilateral, unspecified;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1378;Dummy Contract - Additional Services GCCA Support Facility;2011;2780868;USD;EU Institutions;Bilateral, unspecified;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1379;Reduction of Toxic pollution threathening the environment and health of vulnerable communities;2011;6952169;USD;EU Institutions;Bilateral, unspecified;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1380;CLIMA East: Supporting Climate Change Mitigation and Adaptation in ENP East countries and Russia;2011;8273081;USD;EU Institutions;Bilateral, unspecified;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1381;Strategic Cooperation Agreement (SCA) between European Commission and UNEP (covering ENRTP priorities 1, 2 and 3.3 ? Support for mainstreaming) ? managed by DG DEVCO;2011;20856507;USD;EU Institutions;Bilateral, unspecified;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1382;Environmental bases for local sustainability of food production;2011;9733037;USD;EU Institutions;Cuba;Cuba;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1383;Environment and sustainable management of natural resources, including energy;2011;648;USD;EU Institutions;Ecuador;Ecuador;disaster prevention and preparedness;viii.3. disaster prevention & preparedness;disaster risk reduction
oecd_riomarkers;1384;Multi-beneficiary Programme under IPA Transition Assistance and Institution Building Component for the year 2011;2011;3058954;USD;EU Institutions;Europe, regional;Europe;disaster prevention and preparedness;viii.3. disaster prevention & preparedness;disaster risk reduction
oecd_riomarkers;1385;Global Climate Change Alliance (GCCA) in the Lower Mekong Basin - Addressing ecosystem challenges through the support to the Climate Change Adaptation Initiative (CCAI) of the Mekong River Commission (MRC);2011;6952169;USD;EU Institutions;Far East Asia, regional;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1386;GCCA support project to The Gambia for Integrated Coastal Zone Management and the mainstreaming of Climate Change;2011;5367075;USD;EU Institutions;Gambia;The Gambia;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1387;Support to Indonesia's climate change response - Civil Society Component;2011;6952169;USD;EU Institutions;Indonesia;Indonesia;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1388;Lao PDR Global Climate Change Alliance Programme (GCCA);2011;6952169;USD;EU Institutions;Laos;Laos;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1389;GCCA Support Project to the Government of Mozambique;2011;6952169;USD;EU Institutions;Mozambique;Mozambique;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1390;Global Climate Change Alliance:Supporting Climate Change Adaption for the Samoan Water Sector;2011;4171301;USD;EU Institutions;Samoa;Samoa;water resources policy/admin. mgmt;i.4. water supply & sanitation;health
oecd_riomarkers;1391;Global Climate Change Alliance (GCCA): Adaptation to Climate Change in Uganda;2011;15294772;USD;EU Institutions;Uganda;Uganda;agricultural water resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1392;EU 2nd contribution to the Eastern Europe Energy Efficiency and Environment Partnership Fund;2011;20856507;USD;EU Institutions;Ukraine;Ukraine;energy policy and admin. management;ii.3. energy;natural resource management
oecd_riomarkers;1393;Secondment of a CDM expert to Asian Development Bank HQ in Manila;2011;256235;USD;Finland;Asia, regional;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1394;Energy and Environment Partnership Programme with the Mekong Region;2011;14064301;USD;Finland;Asia, regional;Non-specific;power generation/renewable sources;ii.3. energy;natural resource management
oecd_riomarkers;1395;Sustainable Buildings policies in Developing Countries;2011;556;USD;Finland;Bilateral, unspecified;Non-specific;biosphere protection;iv.1. general environment protection;natural resource management
oecd_riomarkers;1396;Regional Industrial Pollution and CO2 Emission Abatement Project;2011;208565;USD;Finland;Bilateral, unspecified;Non-specific;biosphere protection;iv.1. general environment protection;natural resource management
oecd_riomarkers;1397;Eastern Europe Energy Efficiency and Environment Partnership Fund;2011;695217;USD;Finland;Bilateral, unspecified;Non-specific;energy policy and admin. management;ii.3. energy;natural resource management
oecd_riomarkers;1398;Making agriculture part of the solution to climate change-Building;2011;2093993;USD;Finland;Bilateral, unspecified;Non-specific;agricultural alternative development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1399;Forest Carbon Partnership Facility - FCPF;2011;5561735;USD;Finland;Bilateral, unspecified;Non-specific;forestry development;iii.1.b. forestry;agriculture / food security
oecd_riomarkers;1400;Independent Diplomat, 2010;2011;139043;USD;Finland;Bilateral, unspecified;Non-specific;sectors not specified;ix. unallocated / unspecified;Other
oecd_riomarkers;1401;Frame Agreement with NGO (Finn Church Aid);2011;82230;USD;Finland;Cambodia;Cambodia;disaster prevention and preparedness;viii.3. disaster prevention & preparedness;disaster risk reduction
oecd_riomarkers;1402;Xianyang Centralized Heating Project;2011;77581;USD;Finland;China;China;power generat./non-renewable sources;ii.3. energy;natural resource management
oecd_riomarkers;1403;Baotou District Heating Project;2011;97418;USD;Finland;China;China;power generat./non-renewable sources;ii.3. energy;natural resource management
oecd_riomarkers;1404;Zhangye District Heating Project;2011;238126;USD;Finland;China;China;power generat./non-renewable sources;ii.3. energy;natural resource management
oecd_riomarkers;1405;Climate Project in China;2011;158509;USD;Finland;China;China;sectors not specified;ix. unallocated / unspecified;Other
oecd_riomarkers;1406;Fuliyuan district heating project;2011;1;USD;Finland;China;China;power generat./non-renewable sources;ii.3. energy;natural resource management
oecd_riomarkers;1407;Quinhuangdao District Heating;2011;3109;USD;Finland;China;China;power generat./non-renewable sources;ii.3. energy;natural resource management
oecd_riomarkers;1408;Xuejiadao District Heating;2011;94095;USD;Finland;China;China;power generat./non-renewable sources;ii.3. energy;natural resource management
oecd_riomarkers;1409;Yanchuan District heating project;2011;175819;USD;Finland;China;China;power generat./non-renewable sources;ii.3. energy;natural resource management
oecd_riomarkers;1410;NGO Support / Development of rural schools and communities with solar energy;2011;325014;USD;Finland;Ecuador;Ecuador;power generation/renewable sources;ii.3. energy;natural resource management
oecd_riomarkers;1411;Capacity building for emission measurements;2011;486652;USD;Finland;India;India;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1412;Particulate air pollution project in India, Phase I;2011;139043;USD;Finland;India;India;environmental research;iv.1. general environment protection;natural resource management
oecd_riomarkers;1413;Lao PDR Renewable Energy; Strategy Development and Capacity Building;2011;276685;USD;Finland;Laos;Laos;energy policy and admin. management;ii.3. energy;natural resource management
oecd_riomarkers;1414;Energy and environment partnership with Central America;2011;2728996;USD;Finland;North & Central America, regional;Non-specific;energy policy and admin. management;ii.3. energy;natural resource management
oecd_riomarkers;1415;Supporting action on climate change in Southeast Asia;2011;3466824;USD;Finland;South Asia, regional;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1416;Energy and Environment Partnership in Southern and East Africa;2011;1530000;USD;Finland;South of Sahara, regional;Non-specific;power generation/renewable sources;ii.3. energy;natural resource management
oecd_riomarkers;1417;PREVENTION DES RISQUES ET GESTION CATAST;2011;2780868;USD;France;Bilateral, unspecified;Non-specific;security system management and reform;i.5.b. conflict, peace & security;Other
oecd_riomarkers;1418;RENFCT CAPACITES HYDROLOGIE MEKONG;2011;556174;USD;France;Bilateral, unspecified;Non-specific;water resources policy/admin. mgmt;i.4. water supply & sanitation;health
oecd_riomarkers;1419;FERC OMVS;2011;764739;USD;France;Bilateral, unspecified;Non-specific;water resources policy/admin. mgmt;i.4. water supply & sanitation;health
oecd_riomarkers;1420;EXTENSION STATION EPURATION GABAL EL ASF;2011;69521691;USD;France;Egypt;Egypt;water supply & sanit. - large systems;i.4. water supply & sanitation;health
oecd_riomarkers;1421;PROG DVLP PROD MANGROVE GUINE;2011;620260;USD;France;Guinea;Republic of Guinea;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1422;RENFORCEMENT DE LA SCURIT ALIMENTAIRE;2011;6952169;USD;France;Guinea;Republic of Guinea;food crop production;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1423;TECHNIQUE DE SECURIT ALIMENTAITE+AGRICO;2011;745273;USD;France;Haiti;Haiti;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1424;PROJET FORESTERIE PAYSANNES A MADAGASCAR;2011;701503;USD;France;Madagascar;Madagascar;site preservation;iv.1. general environment protection;natural resource management
oecd_riomarkers;1425;COMMUNE URBAINE DE KAYES;2011;625695;USD;France;Mali;Mali;water supply & sanit. - large systems;i.4. water supply & sanitation;health
oecd_riomarkers;1426;AMLIORATION RSEAU D'EAU DE SOWETO;2011;69894151;USD;France;South Africa;South Africa;water supply & sanit. - large systems;i.4. water supply & sanitation;health
oecd_riomarkers;1427;DEVLPMNT SECTEUR DE L EAU DU WSDP;2011;695217;USD;France;Tanzania;Tanzania;water supply & sanit. - large systems;i.4. water supply & sanitation;health
oecd_riomarkers;1428;PROJET ENVIRONNEMENT URBAIN DE LOME N2;2011;6952169;USD;France;Togo;Togo;urban development and management;iv.2. other multisector;Other
oecd_riomarkers;1429;FINANCT PROJET RFCT GES RESSOURCES EAU;2011;950567;USD;France;Vietnam;Vietnam;food crop production;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1430;APPUI AU RENFCT CAPACITES FDS INVEST;2011;695217;USD;France;Vietnam;Vietnam;urban development and management;iv.2. other multisector;Other
oecd_riomarkers;1431;FINANCT PROJET RENFCT GES RESSOURCE EAU;2011;27808676;USD;France;Vietnam;Vietnam;food crop production;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1432;PROJET AMELIORATION SERVICES D'EAU;2011;13904338;USD;France;West Bank & Gaza Strip;West Bank & Gaza Strip;basic drinking water supply and basic sanitation;i.4. water supply & sanitation;health
oecd_riomarkers;1433;FASEP 905 TRAITEMNT/REUTILISATION DES EAUX USES;2011;778643;USD;France;Morocco;Morocco;water supply & sanit. - large systems;i.4. water supply & sanitation;health
oecd_riomarkers;1434;Adoption to climate change in the support of agriculture in Africa;2011;5561735;USD;Germany;Africa, regional;Non-specific;rural development;iv.2. other multisector;Other
oecd_riomarkers;1435;Rehabilitation of Coastal Infrastructure;2011;2085651;USD;Germany;Bangladesh;Bangladesh;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1436;Adaptation to climate change and stabilizing livelihood in selected districts in South-West Bangladesh;2011;7188543;USD;Germany;Bangladesh;Bangladesh;disaster prevention and preparedness;viii.3. disaster prevention & preparedness;disaster risk reduction
oecd_riomarkers;1437;Enhancing the framework conditions for implementing adaptation measures;2011;764739;USD;Germany;Bilateral, unspecified;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1438;Advisory Fund for the Energy and Climate Fund (EKF);2011;1647664;USD;Germany;Bilateral, unspecified;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1439;Climate Change mitigation and adaptation in Africa, Asia and Latin America;2011;3476085;USD;Germany;Bilateral, unspecified;Non-specific;biosphere protection;iv.1. general environment protection;natural resource management
oecd_riomarkers;1440;Study and Advisory Fund;2011;3621603;USD;Germany;Bilateral, unspecified;Non-specific;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1441;Promotion of communal climate protection and adaption projects;2011;630200;USD;Germany;Bilateral, unspecified;Non-specific;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;1442;Mobilisation of small and medium sized industries for disaster preventive addaption to climat change;2011;417130;USD;Germany;Bilateral, unspecified;Non-specific;disaster prevention and preparedness;viii.3. disaster prevention & preparedness;disaster risk reduction
oecd_riomarkers;1443;Climate change adaptation and improving resilicience of the population living in the South West;2011;7160734;USD;Germany;Cote d'Ivoire;Ivory Coast;food aid/food security programmes;vi.2. dev. food aid/food security ass.;agriculture / food security
oecd_riomarkers;1444;For People and Nature  Establishment of an UNESCO biosphere reserve at Lake Tana in Ethiopia;2011;2277550;USD;Germany;Ethiopia;Ethiopia;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;1445;Adaption to Climate Change - Drin Region;2011;3476085;USD;Germany;Europe, regional;Europe;water resources protection;i.4. water supply & sanitation;health
oecd_riomarkers;1446;Peoples empowerment towards restoring vegetation and resource conservation;2011;926446;USD;Germany;India;India;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1447;Supporting Community Based Approaches to Climate Change Adaptation;2011;1390434;USD;Germany;India;India;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1448;Adaptation to climate change including Disaster Risk Management in Beira;2011;834260;USD;Germany;Mozambique;Mozambique;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1449;Mitigation of climate change impacts by protection of water and biodiversity in Ayacucho;2011;775161;USD;Germany;Peru;Peru;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;1450;Adaptation to climate change and cisaster prevention in selected communities and crisis regions in Peru;2011;7160734;USD;Germany;Peru;Peru;disaster prevention and preparedness;viii.3. disaster prevention & preparedness;disaster risk reduction
oecd_riomarkers;1451;Adaption of economic cultivation systems of the Karimojong to climate change in the sub-region Karamoja;2011;6715795;USD;Germany;Uganda;Uganda;disaster prevention and preparedness;viii.3. disaster prevention & preparedness;disaster risk reduction
oecd_riomarkers;1452;Development and Strengthening of Disaster Preparedness and Management structures;2011;1418242;USD;Germany;Afghanistan;Afghanistan;material relief assistance and services;viii.1. emergency response;disaster risk reduction
oecd_riomarkers;1453;Extension of small farmer unions enhancing agrobiodiversity in Northern and Western African countries;2011;145996;USD;Germany;Africa, regional;Non-specific;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;1454;Improving the management of coastal resources and the conservation of the marine biodiversity;2011;6952169;USD;Germany;America, regional;Non-specific;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;1455;Sustainable agricuture and market-based income generation of members of farmer union UOCB, North of Santa Fe;2011;159900;USD;Germany;Argentina;Argentina;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1456;ASEAN Centre for Biodiversity - Biodiversity and Climate Change;2011;4449388;USD;Germany;Asia, regional;Non-specific;bio-diversity;iv.1. general environment protection;natural resource management
oecd_riomarkers;1457;Peoples' led climate change adaptation and mitigation programme;2011;315628;USD;Germany;Bangladesh;Bangladesh;agricultural education/training;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1458;Peoples Empowerment for addressing climate justice and Environmental Justicem (PEACE);2011;347608;USD;Germany;Bangladesh;Bangladesh;environmental education/training;iv.1. general environment protection;natural resource management
oecd_riomarkers;1459;Integrated rural development with emphasis on basic drinking water supply and agricultural use;2011;145996;USD;Germany;Benin;Benin;agricultural water resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1460;Protection and Management of Natural Resources;2011;4171301;USD;Germany;Benin;Benin;agricultural land resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1461;Contribution to CIF (SCF);2011;27808676;USD;Germany;Bilateral, unspecified;Non-specific;multisector aid;iv.2. other multisector;Other
oecd_riomarkers;1462;Integrated rural and sustainable development and civic participation of small farmer groups, District El Puente;2011;194661;USD;Germany;Bolivia;Bolivia;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1463;Local governance and self reliance of indigenous communities San Andrs de Machaca, Ayata und Chipaya;2011;201613;USD;Germany;Bolivia;Bolivia;democratic participation and civil society;i.5.a. government & civil society-general;Government / trade / finance
oecd_riomarkers;1464;Integrated and sustainable rural development by farmer-led capacity building;2011;247497;USD;Germany;Bolivia;Bolivia;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1465;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2011;77299;USD;Germany;Bolivia;Bolivia;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1466;Sustainable agriculture with emphasis on soil improvement for small farmer groups at Cristo Ramadas;2011;127920;USD;Germany;Bolivia;Bolivia;agricultural land resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1467;Small scale gardening and support of local development in pri-urban poor areas of El Alto;2011;208565;USD;Germany;Bolivia;Bolivia;rural development;iv.2. other multisector;Other
oecd_riomarkers;1468;Sustainable agriculture for small farmer families with emphasis on adaption on climate change conditions;2011;264182;USD;Germany;Bolivia;Bolivia;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1469;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2011;77299;USD;Germany;Bolivia;Bolivia;agricultural water resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1470;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2011;80281;USD;Germany;Bolivia;Bolivia;agricultural land resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1471;Integrated rural development with emphasis on civic participation of land use planing and sustainable agriculture in 4 rural municipes, Oruro Region;2011;101502;USD;Germany;Bolivia;Bolivia;rural development;iv.2. other multisector;Other
oecd_riomarkers;1472;Protection of agrobiodiversity by enhancing sustainable production of small farmer family groups;2011;172414;USD;Germany;Bolivia;Bolivia;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1473;Training and capacity building in sustainable small scale agriculture, Puerto Acosta and Carabuco Dt.;2011;101502;USD;Germany;Bolivia;Bolivia;agricultural education/training;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1474;Sustainable agriculture for small farmers with soil protection at Pasorapa Dt.;2011;166852;USD;Germany;Bolivia;Bolivia;agricultural land resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1475;Soil improvement, agrobiodiversity and integrated sustainable development for small farmer communities, Archdiocese La Paz;2011;236374;USD;Germany;Bolivia;Bolivia;agricultural land resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1476;Sustainable rural development and civic participation for small farmers unions, Diocese Iguat;2011;175195;USD;Germany;Brazil;Brazil;rural development;iv.2. other multisector;Other
oecd_riomarkers;1477;Securing land rights against eviction and sustainable agriculture of small farmer groups, Mossoro Diocese;2011;190489;USD;Germany;Brazil;Brazil;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1478;Land secure and sustainable small scale farming and fishing, Diocese of Floresta;2011;118187;USD;Germany;Brazil;Brazil;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1479;Protection of natural space and agrobiodiversity by sustainable small scale farming Diocese of Cruzeiro do Sul-AC;2011;166852;USD;Germany;Brazil;Brazil;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1480;Sustainable rural development and civic participation in 10 villages of Sobral;2011;182147;USD;Germany;Brazil;Brazil;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1481;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2011;1535;USD;Germany;Brazil;Brazil;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1482;Access to land rights, sustainable farming for small farmer family groups Mato Grosso;2011;118187;USD;Germany;Brazil;Brazil;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1483;Integrated rural and sustainable development securing land rights and protection of natural space;2011;236374;USD;Germany;Brazil;Brazil;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1484;Access to land for landless within the scope of land reform and agricultural support for small farmer groups, Diocese of Paulo Afonso;2011;250278;USD;Germany;Brazil;Brazil;agrarian reform;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1485;Integrated support for small farmers and fishermen groups with emphasis on civic participation, Diocese of Santarm;2011;340656;USD;Germany;Brazil;Brazil;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1486;Taining and consultancy for sustainable landuse in agrarian reform areas, So Felix Region;2011;201613;USD;Germany;Brazil;Brazil;agrarian reform;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1487;Sustainable rural development food security etc., Esprito Santo;2011;236374;USD;Germany;Brazil;Brazil;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1488;Organizing small farmer families for integrated rural and sustainable development;2011;310067;USD;Germany;Brazil;Brazil;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1489;Sustainable rural development and defense of rights and interests of small farmers against large projects in the Diocese of Juazeiro - Bahia;2011;556174;USD;Germany;Brazil;Brazil;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1490;Integrated watershed development with focus on rural basic drinking water supply, Diocese Fada N'Gourma;2011;1094271;USD;Germany;Burkina Faso;Burkina Faso;agricultural water resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1491;Integrated measures to improve agricultural water ressources and basic drinking water supply;2011;895439;USD;Germany;Burkina Faso;Burkina Faso;agricultural water resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1492;Integrated measures for sustainable use of natural land and water ressources in rural villages, Diocese Nouna;2011;996941;USD;Germany;Burkina Faso;Burkina Faso;agricultural land resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1493;Adaptation to Climate Change through Sustainable Resource Management and Cross-border Cooperation for Disaster Prevention in Central Asia;2011;599786;USD;Germany;Central Asia, regional;Non-specific;disaster prevention and preparedness;viii.3. disaster prevention & preparedness;disaster risk reduction
oecd_riomarkers;1494;Integrated measures for food security and small farmer agriculture, Moundou;2011;260011;USD;Germany;Chad;Chad;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1495;Strengthening civil society and leadership training for sustainable agriculture and protection of natrual resources;2011;431034;USD;Germany;Chile;Chile;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1496;Sustainable agriculture for small farmer groups with emphasis on soil protection in drought areas, Dioc. Linares;2011;229422;USD;Germany;Chile;Chile;agricultural land resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1497;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2011;71939;USD;Germany;Colombia;Colombia;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1498;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2011;72451;USD;Germany;Colombia;Colombia;agricultural land resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1499;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2011;72451;USD;Germany;Colombia;Colombia;agricultural water resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1500;Integrated rural development and civic participation, Diocese Lbano-Honda;2011;212736;USD;Germany;Colombia;Colombia;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1501;Integrated rural and sustainable development in 31 villages, Archdiocese St. F de Antioquia;2011;272525;USD;Germany;Colombia;Colombia;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1502;Integrated and sustainable rural development for organized small farmer groups at Mata de Naranja and El Aguacate;2011;209956;USD;Germany;Dominican Republic;Dominican Republic;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1503;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2011;62924;USD;Germany;Ecuador;Ecuador;environmental policy and admin. mgmt;iv.1. general environment protection;natural resource management
oecd_riomarkers;1504;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2011;63436;USD;Germany;Ecuador;Ecuador;agricultural water resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1505;Adaptation of the agricultural sector and agricultural water use to climate change in Andean countries.;2011;62924;USD;Germany;Ecuador;Ecuador;agricultural land resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1506;Sustainable rural development and protection of natural resources, Cotopaxi region;2011;171023;USD;Germany;Ecuador;Ecuador;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1507;Sustainable agriculture and generating income for small farmer groups, 4 villages Chalatenango;2011;166852;USD;Germany;El Salvador;El Salvador;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1508;Integrated rural and sustainable development for small farmers, Rio Lempa Region;2011;140434;USD;Germany;El Salvador;El Salvador;agricultural development;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1509;Agricultural land resources;2011;2004;USD;Germany;Ethiopia;Ethiopia;agricultural land resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1510;Agricultural land resources;2011;33233;USD;Germany;Ethiopia;Ethiopia;agricultural land resources;iii.1.a. agriculture;agriculture / food security
oecd_riomarkers;1511;Support to measures for the adaptation to climate change in the Mekong region;2011;3476085;USD;Germany;Far East Asia, regional;Non-specific;water resources policy/admin. mgmt;i.4. water supply & sanitation;health
oecd_riomarkers;1512;Sustainable small farmer agriculture with emphasis on soil preservation, Diocese Huehuetenango;2011;201613;USD;Germany;Guatemala;Guatemala;agricultural land resources;iii.1.a. agriculture;agriculture / food security
