arena,year,text
IPCC,2007,Reto Knutti
IPCC,2007,Reto Knutti
IPCC,2007,Reto Knutti
IPCC,2007,John Austin
IPCC,2007,Arne Koertzinger
IPCC,2007,Arne Koertzinger
IPCC,2007,Toshio Koike
IPCC,2007,Rupa Kumar Kolli
IPCC,2007,Randal Koster
IPCC,2007,Christoph Kottmeier
IPCC,2007,Ramesh Kripalani
IPCC,2007,Marta Krynytzky
IPCC,2007,Kenneth Kunkel
IPCC,2007,Paul J. Kushner
IPCC,2007,Ronald Kwok
IPCC,2007,Won-Tae Kwon
IPCC,2007,Laurent Labeyrie
IPCC,2007,Laurent Labeyrie
IPCC,2007,Laurent Labeyrie
IPCC,2007,Alexandre Laine
IPCC,2007,Chiu-Ying Lam
IPCC,2007,Kurt Lambeck
IPCC,2007,Kurt Lambeck
IPCC,2007,F. Hugo Lambert
IPCC,2007,John Lanzante
IPCC,2007,John Lanzante
IPCC,2007,Ren̩ Laprise
IPCC,2007,Alphonsus Baede
IPCC,2007,Keith Lassey
IPCC,2007,Keith Lassey
IPCC,2007,Mojib Latif
IPCC,2007,Ngar-Cheung Lau
IPCC,2007,Katia Laval
IPCC,2007,Katia Laval
IPCC,2007,Michael Lavine
IPCC,2007,David M. Lawrence
IPCC,2007,Jay Lawrimore
IPCC,2007,Seymour Laxon
IPCC,2007,Anne Le Brocq
IPCC,2007,Herv̩ Le Treut
IPCC,2007,Judith Lean
IPCC,2007,Caroline Leck
IPCC,2007,Terry C.K. Lee
IPCC,2007,Julia Lee-Taylor
IPCC,2007,Nathalie Lefevre
IPCC,2007,Nathalie Lefevre
IPCC,2007,Pedro Leite da Silvia-Dias
IPCC,2007,Peter Lemke
IPCC,2007,Corrine Le Qu̩r̩
IPCC,2007,Corrine Le Qu̩r̩
IPCC,2007,Corrine Le Qu̩r̩
IPCC,2007,Eric Leuliette
IPCC,2007,Eric Leuliette
IPCC,2007,Krishna Mirle Achutarao
IPCC,2007,David Baker
IPCC,2007,Ruby Leung
IPCC,2007,Anders Levermann
IPCC,2007,David Levinson
IPCC,2007,David Levinson
IPCC,2007,Sydney Levitus
IPCC,2007,Sydney Levitus
IPCC,2007,��yvind Lie
IPCC,2007,Beate Liepert
IPCC,2007,Mark P. Baldwin
IPCC,2007,Shiyin Liu
IPCC,2007,Ulrike Lohmann
IPCC,2007,Ulrike Lohmann
IPCC,2007,Marie-France Loutre
IPCC,2007,Marie-France Loutre
IPCC,2007,David C. Lowe
IPCC,2007,Jason A. Lowe
IPCC,2007,Jason A. Lowe
IPCC,2007,Yong Luo
IPCC,2007,Jug Luterbacher
IPCC,2007,Amanda H. Lynch
IPCC,2007,Douglas MacAyeal
IPCC,2007,Michael C. MacCracken
IPCC,2007,Victor Maga̱a Rueda
IPCC,2007,Yadvinder Malhi
IPCC,2007,Andrew C. Manning
IPCC,2007,Elisa Manzini
IPCC,2007,Jose Marengo
IPCC,2007,Robert Marsh
IPCC,2007,Robert Marsh
IPCC,2007,Gareth Marshall
IPCC,2007,Ken Masarie
IPCC,2007,Valerie Masson-Delmotte
IPCC,2007,Valerie Masson-Delmotte
IPCC,2007,Katsumi Matsumoto
IPCC,2007,Taroh Matsuno
IPCC,2007,H. Damon Matthews
IPCC,2007,Christoph Matulla
IPCC,2007,Cecilie Mauritzen
IPCC,2007,Cecilie Mauritzen
IPCC,2007,Cecilie Mauritzen
IPCC,2007,Bryant J. McAvaney
IPCC,2007,Gordon McFiggans
IPCC,2007,Kathleen McInnes
IPCC,2007,Michael McPhaden
IPCC,2007,Michael McPhaden
IPCC,2007,Linda O. Mearns
IPCC,2007,Carl A. Mears
IPCC,2007,Gerald A. Meehl
IPCC,2007,Malte Meinshausen
IPCC,2007,Malte Meinshausen
IPCC,2007,Humphrey Melling
IPCC,2007,Jean-Marc Barnola
IPCC,2007,Claudio Guillermo Men̩ndez
IPCC,2007,Surabi Menon
IPCC,2007,Anna V. Mescherskaya
IPCC,2007,John B. Miller
IPCC,2007,Claude Millot
IPCC,2007,Claude Millot
IPCC,2007,Chris Milly
IPCC,2007,Chris Milly
IPCC,2007,John F. B. Mitchell
IPCC,2007,Abdalah Mokssit
IPCC,2007,Mario Molina
IPCC,2007,Robert Molinari
IPCC,2007,Robert Molinari
IPCC,2007,Adam H. Monahan
IPCC,2007,Eric Monnin
IPCC,2007,Roger G. Barry
IPCC,2007,Steve Montzka
IPCC,2007,Ellen Mosley-Thompson
IPCC,2007,Philip Mote
IPCC,2007,Philip Mote
IPCC,2007,Daniel Muhs
IPCC,2007,A. Brett Mullan
IPCC,2007,Simon A. M�_ller
IPCC,2007,James M. Murphy
IPCC,2007,James M. Murphy
IPCC,2007,Raimund Muscheler
IPCC,2007,Gunnar Myhre
IPCC,2007,Teruyuki Nakajima
IPCC,2007,Hisashi Nakamura
IPCC,2007,Susanne Nawrath
IPCC,2007,Robert Nerem
IPCC,2007,Robert Nerem
IPCC,2007,Mark New
IPCC,2007,John Nganga
IPCC,2007,Neville Nicholls
IPCC,2007,Neville Nicholls
IPCC,2007,Nicholas Robert Bates
IPCC,2007,Nicholas Robert Bates
IPCC,2007,Akira Noda
IPCC,2007,Yukihiro Nojiri
IPCC,2007,Yukihiro Nojiri
IPCC,2007,Joel Norris
IPCC,2007,Toru Nozawa
IPCC,2007,Eva Bauer
IPCC,2007,Kath O'Shaughnessy
IPCC,2007,Johannes Oerlemans
IPCC,2007,Laban J. Ogallo
IPCC,2007,Atsumu Ohmura
IPCC,2007,Taikan Oki
IPCC,2007,Daniel Olago
IPCC,2007,Tsuneo Ono
IPCC,2007,Tsuneo Ono
IPCC,2007,Michael Oppenheimer
IPCC,2007,David Oram
IPCC,2007,James C. Orr
IPCC,2007,Timothy Osborn
IPCC,2007,Timothy Osborn
IPCC,2007,Bette Otto-Bliesner
IPCC,2007,Bette Otto-Bliesner
IPCC,2007,Jonathan Overpeck
IPCC,2007,Jonathan Overpeck
IPCC,2007,��yvind Paasche
IPCC,2007,Markus Pahlow
IPCC,2007,Markus Pahlow
IPCC,2007,Jeremy S. Pal
IPCC,2007,Timothy N. Palmer
IPCC,2007,Govind Ballabh Pant
IPCC,2007,David E. Parker
IPCC,2007,Frederic Parrenin
IPCC,2007,Tatiana Pavlova
IPCC,2007,Antony Payne
IPCC,2007,Antony Payne
IPCC,2007,Rasmus Benestad
IPCC,2007,W. Richard Peltier
IPCC,2007,Tsung-Hung Peng
IPCC,2007,Tsung-Hung Peng
IPCC,2007,Joyce E. Penner
IPCC,2007,Joyce E. Penner
IPCC,2007,Martin Beniston
IPCC,2007,Martin Beniston
IPCC,2007,Thomas Peterson
IPCC,2007,Vladimir Petoukhov
IPCC,2007,Philippe Peylin
IPCC,2007,Christian Pfister
IPCC,2007,Thomas Phillips
IPCC,2007,David Pierce
IPCC,2007,Stephen Piper
IPCC,2007,Andy Pitman
IPCC,2007,Andy Pitman
IPCC,2007,Serge Planton
IPCC,2007,Gian-Kasper Plattner
IPCC,2007,Gian-Kasper Plattner
IPCC,2007,Gian-Kasper Plattner
IPCC,2007,David Plummer
IPCC,2007,Henry Pollack
IPCC,2007,Michael Ponater
IPCC,2007,Scott B. Power
IPCC,2007,Scott B. Power
IPCC,2007,Michael Prather
IPCC,2007,Andr̩ Berger
IPCC,2007,Ronald Prinn
IPCC,2007,Andrey Proshutinsky
IPCC,2007,Andrey Proshutinsky
IPCC,2007,Terry D. Prowse
IPCC,2007,Bo Qiu
IPCC,2007,Bo Qiu
IPCC,2007,Johannes Quaas
IPCC,2007,Detlef Quadfasel
IPCC,2007,Detlef Quadfasel
IPCC,2007,Graciela Raga
IPCC,2007,Fatemeh Rahimzadeh
IPCC,2007,Stefan Rahmstorf
IPCC,2007,Stefan Rahmstorf
IPCC,2007,Stefan Rahmstorf
IPCC,2007,Stefan Rahmstorf
IPCC,2007,Jouni Raisanen
IPCC,2007,Jouni Raisanen
IPCC,2007,Srikanthan Ramachandran
IPCC,2007,Veerabhadran Ramanathan
IPCC,2007,Navin Ramankutty
IPCC,2007,Venkatachalam Ramaswamy
IPCC,2007,Rengaswamy Ramesh
IPCC,2007,David A. Randall
IPCC,2007,Sarah C.B. Raper
IPCC,2007,Sarah C.B. Raper
IPCC,2007,Bruce H. Raup
IPCC,2007,Michael Raupach
IPCC,2007,Charles Raymond
IPCC,2007,Dominique Raynaud
IPCC,2007,Peter J. Rayner
IPCC,2007,Gregor Rehder
IPCC,2007,George Reid
IPCC,2007,Terje Berntsen
IPCC,2007,Jiawen Ren
IPCC,2007,Hans Renssen
IPCC,2007,James A. Renwick
IPCC,2007,Joseph A. Berry
IPCC,2007,Ulf Riebesell
IPCC,2007,Eric Rignot
IPCC,2007,Ignatius Rigor
IPCC,2007,David Rind
IPCC,2007,David Rind
IPCC,2007,David Rind
IPCC,2007,David Rind
IPCC,2007,Annette Rinke
IPCC,2007,Annette Rinke
IPCC,2007,Stephen Rintoul
IPCC,2007,Stephen Rintoul
IPCC,2007,Michel Rixen
IPCC,2007,Michel Rixen
IPCC,2007,Paola Rizzoli
IPCC,2007,Paola Rizzoli
IPCC,2007,Malcolm Roberts
IPCC,2007,Franklin R. Robertson
IPCC,2007,David Robinson
IPCC,2007,Richard A. Betts
IPCC,2007,Richard A. Betts
IPCC,2007,Richard A. Betts
IPCC,2007,Christian Rodenbeck
IPCC,2007,Erich Roeckner
IPCC,2007,Erich Roeckner
IPCC,2007,Anthony Rosati
IPCC,2007,Karen Rosenlof
IPCC,2007,Karen Rosenlof
IPCC,2007,David Rothrock
IPCC,2007,Leon D. Rotstayn
IPCC,2007,Leon D. Rotstayn
IPCC,2007,Nigel Roulet
IPCC,2007,Markku Rummukainen
IPCC,2007,Gary L. Russell
IPCC,2007,Matilde Rusticucci
IPCC,2007,Joachim Biercamp
IPCC,2007,Christopher Sabine
IPCC,2007,Christopher Sabine
IPCC,2007,Christopher Sabine
IPCC,2007,Dork Sahagian
IPCC,2007,Dork Sahagian
IPCC,2007,David Salas Y M̩Lia
IPCC,2007,Ben D. Santer
IPCC,2007,Ben D. Santer
IPCC,2007,Ben D. Santer
IPCC,2007,Abdoulaye Sarr
IPCC,2007,Nathaniel L. Bindoff
IPCC,2007,Nathaniel L. Bindoff
IPCC,2007,Robert Sausen
IPCC,2007,Christoph Schar
IPCC,2007,Christoph Schar
IPCC,2007,Simon Christian Scherrer
IPCC,2007,Gavin Schmidt
IPCC,2007,Andreas Schmittner
IPCC,2007,Andreas Schmittner
IPCC,2007,Birgit Schneider
IPCC,2007,Friedrich Schott
IPCC,2007,Friedrich Schott
IPCC,2007,Friedrich Schott
IPCC,2007,Martin G. Schultz
IPCC,2007,Michael Schulz
IPCC,2007,Michael Schulz
IPCC,2007,Stephen E. Schwartz
IPCC,2007,Dan Schwartzkopf
IPCC,2007,Cecilia M. Bitz
IPCC,2007,John Scinocca
IPCC,2007,Dan Seidov
IPCC,2007,Frederick H.M. Semazzi
IPCC,2007,Catherine A. Senior
IPCC,2007,David Sexton
IPCC,2007,Dennis Shea
IPCC,2007,Heinz Blatter
IPCC,2007,Andrew Shepherd
IPCC,2007,J. Marshall Shepherd
IPCC,2007,Theodore G. Shepherd
IPCC,2007,Steven Sherwood
IPCC,2007,Jagadish Shukla
IPCC,2007,C.K. Shum
IPCC,2007,C.K. Shum
IPCC,2007,Peter Siegmund
IPCC,2007,Ian H. Simmonds
IPCC,2007,Adrian Simmons
IPCC,2007,Frank Sirocko
IPCC,2007,Andrew G. Slater
IPCC,2007,Julia Slingo
IPCC,2007,Doug M. Smith
IPCC,2007,Sharon Smith
IPCC,2007,Brian Soden
IPCC,2007,Brian Soden
IPCC,2007,Andrei Sokolov
IPCC,2007,Sami K. Solanki
IPCC,2007,Greg Bodeker
IPCC,2007,Olga Solomina
IPCC,2007,Olga Solomina
IPCC,2007,Richard Somerville
IPCC,2007,Samuel Somot
IPCC,2007,Yuhe Song
IPCC,2007,Yuhe Song
IPCC,2007,Renato Spahni
IPCC,2007,Jayaraman Srinivasan
IPCC,2007,David Stainforth
IPCC,2007,Detlef Stammer
IPCC,2007,Detlef Stammer
IPCC,2007,Andrew Staniforth
IPCC,2007,Sheila Stark
IPCC,2007,Will Steffen
IPCC,2007,Georgiy Stenchikov
IPCC,2007,William Stern
IPCC,2007,David S. Stevenson
IPCC,2007,Thomas F. Stocker
IPCC,2007,Thomas F. Stocker
IPCC,2007,Daithi A. Stone
IPCC,2007,Daithi A. Stone
IPCC,2007,Daithi A. Stone
IPCC,2007,Lowell D. Stott
IPCC,2007,Peter A. Stott
IPCC,2007,Peter A. Stott
IPCC,2007,Roxana Bojariu
IPCC,2007,Ronald J. Stouffer
IPCC,2007,Ronald J. Stouffer
IPCC,2007,Ronald J. Stouffer
IPCC,2007,Nicola Stuber
IPCC,2007,Robert F. Adler
IPCC,2007,Kengo Sudo
IPCC,2007,Toshio Suga
IPCC,2007,Toshio Suga
IPCC,2007,Akimasa Sumi
IPCC,2007,Ramasamy Suppiah
IPCC,2007,Colm Sweeney
IPCC,2007,Colm Sweeney
IPCC,2007,Mark Tadross
IPCC,2007,Toshihiko Takemura
IPCC,2007,Toshihiko Takemura
IPCC,2007,Lynne D. Talley
IPCC,2007,Lynne D. Talley
IPCC,2007,Mark Tamisiea
IPCC,2007,Mark Tamisiea
IPCC,2007,Gordon B. Bonan
IPCC,2007,Karl E. Taylor
IPCC,2007,Karl E. Taylor
IPCC,2007,Karl E. Taylor
IPCC,2007,Claudia Tebaldi
IPCC,2007,Claudia Tebaldi
IPCC,2007,Haiyan Teng
IPCC,2007,Warren Tennant
IPCC,2007,Laurent Terray
IPCC,2007,Simon Tett
IPCC,2007,Christiane Textor
IPCC,2007,C̩line Bonfils
IPCC,2007,Robert H. Thomas
IPCC,2007,Lonnie Thompson
IPCC,2007,Chris Thorncroft
IPCC,2007,Peter Thorne
IPCC,2007,Peter Thorne
IPCC,2007,Yuhong Tian
IPCC,2007,Sandrine Bony
IPCC,2007,Aaron Boone
IPCC,2007,Kansri Boonpragob
IPCC,2007,Kevin E. Trenberth
IPCC,2007,Kevin E. Trenberth
IPCC,2007,Kevin E. Trenberth
IPCC,2007,George Tselioudis
IPCC,2007,Michael Tsimplis
IPCC,2007,Michael Tsimplis
IPCC,2007,Alakkat S. Unnikrishnan
IPCC,2007,Alakkat S. Unnikrishnan
IPCC,2007,Sakari Uppala
IPCC,2007,Roderik Van de Wal
IPCC,2007,Robert Van Dorland
IPCC,2007,Robert Van Dorland
IPCC,2007,Twan van Noije
IPCC,2007,David Vaughan
IPCC,2007,David Vaughan
IPCC,2007,Olivier Boucher
IPCC,2007,Ricardo Villalba
IPCC,2007,Evgeny M. Volodin
IPCC,2007,Russell Vose
IPCC,2007,Claire Waelbroeck
IPCC,2007,Philippe Bousquet
IPCC,2007,John E. Walsh
IPCC,2007,Bin Wang
IPCC,2007,Bin Wang
IPCC,2007,Minghuai Wang
IPCC,2007,Ray Wang
IPCC,2007,Rik Wanninkhof
IPCC,2007,Rik Wanninkhof
IPCC,2007,Stephen Warren
IPCC,2007,Richard Washington
IPCC,2007,Jason E. Box
IPCC,2007,Ian G. Watterson
IPCC,2007,Andrew J. Weaver
IPCC,2007,Mark Webb
IPCC,2007,Antje Weisheimer
IPCC,2007,Ray Weiss
IPCC,2007,Matthew Wheeler
IPCC,2007,Tim Boyer
IPCC,2007,Tim Boyer
IPCC,2007,Penny Whetton
IPCC,2007,Tim Whorf
IPCC,2007,Martin Widmann
IPCC,2007,Martin Widmann
IPCC,2007,Bruce Wielicki
IPCC,2007,Bruce Wielicki
IPCC,2007,Tom M.L. Wigley
IPCC,2007,Robert Wilby
IPCC,2007,Martin Wild
IPCC,2007,Martin Wild
IPCC,2007,Oliver Wild
IPCC,2007,Pascale Braconnot
IPCC,2007,Gregory Wiles
IPCC,2007,Jurgen Willebrand
IPCC,2007,Jurgen Willebrand
IPCC,2007,Josh Willis
IPCC,2007,Josh Willis
IPCC,2007,Steven C. Wofsy
IPCC,2007,A.P.S. Wong
IPCC,2007,A.P.S. Wong
IPCC,2007,Takmeng Wong
IPCC,2007,Takmeng Wong
IPCC,2007,Richard A. Wood
IPCC,2007,Esther Brady
IPCC,2007,Philip Woodworth
IPCC,2007,Philip Woodworth
IPCC,2007,Anthony Worby
IPCC,2007,David Wratt
IPCC,2007,David Wratt
IPCC,2007,David Wuertz
IPCC,2007,Bruce L. Wyman
IPCC,2007,Li Xu
IPCC,2007,Tomomi Yamada
IPCC,2007,Guy Brasseur
IPCC,2007,Igor Yashayaev
IPCC,2007,Igor Yashayaev
IPCC,2007,Ichiro Yasuda
IPCC,2007,Ichiro Yasuda
IPCC,2007,Jun Yoshimura
IPCC,2007,Rucong Yu
IPCC,2007,Seiji Yukimoto
IPCC,2007,James Zachos
IPCC,2007,Panmao Zhai
IPCC,2007,De'er Zhang
IPCC,2007,Tingjun Zhang
IPCC,2007,Tingjun Zhang
IPCC,2007,Xiaoye Zhang
IPCC,2007,Xuebin Zhang
IPCC,2007,Lin Zhao
IPCC,2007,Zong-Ci Zhao
IPCC,2007,Liming Zhou
IPCC,2007,Eduardo Zorita
IPCC,2007,Christopher Bretherton
IPCC,2007,Francis W. Zwiers
IPCC,2007,Keith R. Briffa
IPCC,2007,Anthony J. Broccoli
IPCC,2007,Patrick Brockmann
IPCC,2007,David H. Bromwich
IPCC,2007,David H. Bromwich
IPCC,2007,David H. Bromwich
IPCC,2007,Victor Brovkin
IPCC,2007,Victor Brovkin
IPCC,2007,Ross D. Brown
IPCC,2007,Lawrence Buja
IPCC,2007,Aristita Busuioc
IPCC,2007,Patricia Cadule
IPCC,2007,Wenju Cai
IPCC,2007,In̩s Camilloni
IPCC,2007,Josep Canadell
IPCC,2007,Jorge Carrasco
IPCC,2007,Christophe Cassou
IPCC,2007,Daniel Caya
IPCC,2007,Daniel R. Cayan
IPCC,2007,Anny Cazenave
IPCC,2007,Anny Cazenave
IPCC,2007,Don Chambers
IPCC,2007,Don Chambers
IPCC,2007,Mark Chandler
IPCC,2007,Edmund K. Chang
IPCC,2007,Ben Chao
IPCC,2007,Ben Chao
IPCC,2007,A. Anthony Chen
IPCC,2007,Amnat Chidthaisong
IPCC,2007,Jens Hesselbjerg Krishna Christensen
IPCC,2007,James Christian
IPCC,2007,John R. Christy
IPCC,2007,John A. Church
IPCC,2007,John A. Church
IPCC,2007,Philippe Ciais
IPCC,2007,Deborah A. Clark
IPCC,2007,G.K.C. Clarke
IPCC,2007,Martin Claussen
IPCC,2007,Amy Clement
IPCC,2007,J. Graham Cogley
IPCC,2007,Julia Cole
IPCC,2007,Mark Collier
IPCC,2007,Matthew Collins
IPCC,2007,William D. Collins
IPCC,2007,William D. Collins
IPCC,2007,William D. Collins
IPCC,2007,Robert Colman
IPCC,2007,Joey Comiso
IPCC,2007,Joey Comiso
IPCC,2007,Thomas J. Conway
IPCC,2007,Edward Cook
IPCC,2007,Elsa Cortijo
IPCC,2007,Curt Covey
IPCC,2007,Peter M. Cox
IPCC,2007,Simon Crooks
IPCC,2007,Lisa Alexander
IPCC,2007,Ulrich Cubasch
IPCC,2007,Ruth Curry
IPCC,2007,Ruth Curry
IPCC,2007,Aiguo Dai
IPCC,2007,Martin Dameris
IPCC,2007,Hans Alexandersson
IPCC,2007,Ramon de Elia
IPCC,2007,Thomas L. Delworth
IPCC,2007,Kenneth L. Denman
IPCC,2007,Frank Dentener
IPCC,2007,Richard Allan
IPCC,2007,Richard Allan
IPCC,2007,Clara Deser
IPCC,2007,Myles R. Allen
IPCC,2007,Myles R. Allen
IPCC,2007,Myles R. Allen
IPCC,2007,Klaus Dethloff
IPCC,2007,Nikolay A. Diansky
IPCC,2007,Robert E. Dickinson
IPCC,2007,Yihui Ding
IPCC,2007,Paul Dirmeyer
IPCC,2007,Martin Dix
IPCC,2007,Keith W. Dixon
IPCC,2007,E. Dlugokencky
IPCC,2007,Richard B. Alley
IPCC,2007,Richard B. Alley
IPCC,2007,Trond Dokken
IPCC,2007,Ian Allison
IPCC,2007,Nikolai Dotzek
IPCC,2007,Charles Doutriaux
IPCC,2007,Helge Drange
IPCC,2007,Emmanuelle Driesschaert
IPCC,2007,Jean-Louis Dufresne
IPCC,2007,Jean-Louis Dufresne
IPCC,2007,Jean-Claude Duplessy
IPCC,2007,Mark Dyurgerov
IPCC,2007,Mark Dyurgerov
IPCC,2007,David Easterling
IPCC,2007,David Easterling
IPCC,2007,Michael Eby
IPCC,2007,Neil R. Edwards
IPCC,2007,James W. Elkins
IPCC,2007,Steven Emerson
IPCC,2007,Steven Emerson
IPCC,2007,Seita Emori
IPCC,2007,Seita Emori
IPCC,2007,Seita Emori
IPCC,2007,David Etheridge
IPCC,2007,Veronika Eyring
IPCC,2007,David W. Fahey
IPCC,2007,John Fasullo
IPCC,2007,Johannes Feddema
IPCC,2007,Peter Ambenjie
IPCC,2007,Richard Feely
IPCC,2007,Richard Feely
IPCC,2007,Johann Feichter
IPCC,2007,Thierry Fichefet
IPCC,2007,Caspar Ammann
IPCC,2007,B. Blair Fitzharris
IPCC,2007,Gregory Flato
IPCC,2007,Dominik Fleitmann
IPCC,2007,James Rodger Fleming
IPCC,2007,Ryan Fogt
IPCC,2007,Christopher K. Folland
IPCC,2007,Chris Forest
IPCC,2007,Piers M. D. Forster
IPCC,2007,Piers M. D. Forster
IPCC,2007,Piers M. D. Forster
IPCC,2007,Piers M. D. Forster
IPCC,2007,Piers M. D. Forster
IPCC,2007,Peter Foukal
IPCC,2007,Paul Fraser
IPCC,2007,Oliver Frauenfeld
IPCC,2007,Melissa Free
IPCC,2007,Allan Frei
IPCC,2007,Christoph Frei
IPCC,2007,Helen Fricker
IPCC,2007,Pierre Friedlingstein
IPCC,2007,Pierre Friedlingstein
IPCC,2007,Congbin Fu
IPCC,2007,Yoshiyuki Fujii
IPCC,2007,Inez Fung
IPCC,2007,Reinhard Furrer
IPCC,2007,Sandro Fuzzi
IPCC,2007,John Fyfe
IPCC,2007,Andrey Ganopolski
IPCC,2007,Xuejie Gao
IPCC,2007,Hernan Garcia
IPCC,2007,Hernan Garcia
IPCC,2007,Ricardo Garc�_a-Herrera
IPCC,2007,Amadou Thierno Gaye
IPCC,2007,Marvin Geller
IPCC,2007,Peter Gent
IPCC,2007,Rudiger Gerdes
IPCC,2007,Nathan P. Gillett
IPCC,2007,Filippo Giorgi
IPCC,2007,Natalia Andronova
IPCC,2007,Byron Gleason
IPCC,2007,Peter Gleckler
IPCC,2007,Peter Gleckler
IPCC,2007,Peter Gleckler
IPCC,2007,Sunling Gong
IPCC,2007,Melchor Gonzalez-Davila
IPCC,2007,Melchor Gonzalez-Davila
IPCC,2007,Jesus Fidel Gonzalez-Rouco
IPCC,2007,Hugues Goosse
IPCC,2007,Hugues Goosse
IPCC,2013,Prashant Goswami
IPCC,2013,Jonathan M. Gregory
IPCC,2013,Jonathan M. Gregory
IPCC,2013,Jonathan M. Gregory
IPCC,2013,Eric Guilyardi
IPCC,2013,Sergey Gulev
IPCC,2013,Anil Kumar Gupta
IPCC,2013,William Gutowski
IPCC,2013,David Gutzler
IPCC,2013,Alex Hall
IPCC,2013,Babatunde Abiodun
IPCC,2013,Kabumbwe Hansingo
IPCC,2013,Shigeru Aoki
IPCC,2013,Dennis Hartmann
IPCC,2013,Gabriele C. Hegerl
IPCC,2013,Gabriele C. Hegerl
IPCC,2013,Martin Heimann
IPCC,2013,Christoph Heinze
IPCC,2013,Isaac Held
IPCC,2013,Julie Arblaster
IPCC,2013,Kevin Hodges
IPCC,2013,Marika M. Holland
IPCC,2013,Marika M. Holland
IPCC,2013,Joanna I. House
IPCC,2013,Yongyun Hu
IPCC,2013,Jianping Huang
IPCC,2013,James W. Hurrell
IPCC,2013,Philippe Huybrechts
IPCC,2013,Daniel Jacob
IPCC,2013,Suman Jain
IPCC,2013,Christian Jakob
IPCC,2013,Paulo Artaxo
IPCC,2013,Eystein Jansen
IPCC,2013,Svetlana Jevrejeva
IPCC,2013,Tim Johns
IPCC,2013,Gregory Johnson
IPCC,2013,Andy Jones
IPCC,2013,Christopher Jones
IPCC,2013,Simon Josey
IPCC,2013,Sylvie Joussaume
IPCC,2013,Jean Jouzel
IPCC,2013,Johann H. Jungclaus
IPCC,2013,Johann H. Jungclaus
IPCC,2013,Krishna Kumar Kanikicharla
IPCC,2013,Joseph Katongo Kanyanga
IPCC,2013,Alexey Kaplan
IPCC,2013,Georg Kaser
IPCC,2013,Vladimir M. Kattsov
IPCC,2013,Veli-Matti Kerminen
IPCC,2013,Viatcheslar Kharin
IPCC,2013,Viatcheslar Kharin
IPCC,2013,Masahide Kimoto
IPCC,2013,Ben Kirtman
IPCC,2013,Akio Kitoh
IPCC,2013,Albert Klein Tank
IPCC,2013,Reto Knutti
IPCC,2013,Dorothy Koch
IPCC,2013,Yutaka Kondo
IPCC,2013,James Kossin
IPCC,2013,Andrey Kostianoy
IPCC,2013,Gerhard Krinner
IPCC,2013,Ronald Kwok
IPCC,2013,Jean-Francois Lamarque
IPCC,2013,Kurt Lambeck
IPCC,2013,Ngar-Cheung Lau
IPCC,2013,David M. Lawrence
IPCC,2013,David M. Lawrence
IPCC,2013,David S. Lee
IPCC,2013,Peter Lemke
IPCC,2013,Corrine Le Qu̩r̩
IPCC,2013,Krishna Mirle Achutarao
IPCC,2013,Krishna Mirle Achutarao
IPCC,2013,Anders Levermann
IPCC,2013,Govindasamy Bala
IPCC,2013,Hong Liao
IPCC,2013,Mark P. Baldwin
IPCC,2013,Ulrike Lohmann
IPCC,2013,Jonathan Bamber
IPCC,2013,Juerg Luterbacher
IPCC,2013,Natalie Mahowald
IPCC,2013,Jochem Marotzke
IPCC,2013,Valerie Masson-Delmotte
IPCC,2013,Valerie Masson-Delmotte
IPCC,2013,Valerie Masson-Delmotte
IPCC,2013,Cecilie Mauritzen
IPCC,2013,Linda O. Mearns
IPCC,2013,Linda O. Mearns
IPCC,2013,Carl A. Mears
IPCC,2013,Carl A. Mears
IPCC,2013,Gerald A. Meehl
IPCC,2013,Gerald A. Meehl
IPCC,2013,Gerald A. Meehl
IPCC,2013,Gerald A. Meehl
IPCC,2013,Blanca Mendoza
IPCC,2013,Mark Merrifield
IPCC,2013,Glenn Milne
IPCC,2013,Igor Mokhov
IPCC,2013,Abdalah Mokssit
IPCC,2013,Judit Bartholy
IPCC,2013,Philip Mote
IPCC,2013,Daniel Muhs
IPCC,2013,Tavi Murray
IPCC,2013,Gunnar Myhre
IPCC,2013,Ranga Myneni
IPCC,2013,Tim Naish
IPCC,2013,Teruyuki Nakajima
IPCC,2013,Robert Nerem
IPCC,2013,Yukihiro Nojiri
IPCC,2013,Joel Norris
IPCC,2013,Patrick D. Nunn
IPCC,2013,Brian C. O'Neill
IPCC,2013,Timothy Osborn
IPCC,2013,Bette Otto-Bliesner
IPCC,2013,James Overland
IPCC,2013,Juerg Beer
IPCC,2013,Juerg Beer
IPCC,2013,Timothy N. Palmer
IPCC,2013,David E. Parker
IPCC,2013,Frederic Parrenin
IPCC,2013,Frank Paul
IPCC,2013,Tatiana Pavlova
IPCC,2013,Antony Payne
IPCC,2013,Joyce E. Penner
IPCC,2013,Akintayo John Adedoyin
IPCC,2013,Judith Perlwitz
IPCC,2013,W. Tad Pfeffer
IPCC,2013,Shilong Piao
IPCC,2013,Andy Pitman
IPCC,2013,Serge Planton
IPCC,2013,Scott B. Power
IPCC,2013,Michael Prather
IPCC,2013,Terry D. Prowse
IPCC,2013,Terrence Quinn
IPCC,2013,Fatemeh Rahimzadeh
IPCC,2013,Jouni Raisanen
IPCC,2013,Venkatachalam Ramaswamy
IPCC,2013,Rengaswamy Ramesh
IPCC,2013,David A. Randall
IPCC,2013,Philip Rasch
IPCC,2013,A.R. Ravishankara
