Id;Keyword_01;Keyword_02;Keyword_03;Keyword_04;Keyword_05;Tag_01;Tag_02;Tag_03;Tag_04;Tag_05;Tag_06;category;Checked keyword_01;Checked keyword_02;Checked keyword_03;Project;Focus;Financial Instrument;Country;Country Income Level;Region;Funder;Approved Year;Fund First Disbursed;Implementor;Approved;Disbursed
142;water management;forestry;capacity building;;;climate resilience;mauritania sourn;activities adaptive appropriate climate; estry pastoral ressources;investments sector water;;terrestrial ecosystems;water resources;agroforestry;forest ecosystems;Improving Climate Resilience of Water Sector Investments with Appropriate Climate Adaptive Activities for Pastoral and Forestry Resources in Southern Mauritania  - 1343;Adaptation;Grant;Mauritania;Lower-middle-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2013;;AFDB;6.6;0
180;development planning;policy development;mainstreaming into policy;;;action;adaptation national plan;;;;;cross-sector ;mainstreaming;policy development;;National Adaptation Plan of Action - 1255;Adaptation;Grant;Mauritania;Lower-middle-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2003;;UNEP;0.2;0.2
283;agricultural production;water management;enhancing adaptive capacities;;;support;adaptation ;agricultural production systems vulnerable;;;;food security;agriculture;water management;;Support to the Adaptation of Vulnerable Agricultural Production Systems - 1256;Adaptation;Grant;Mauritania;Lower-middle-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2009;;IFAD;3.5;3.5
46;coast;coastal zone;;;;coastal  zone;adaptation change climate program;;;;;coastal zones;coastal zones;;;Climate Change Adaptation Programme in the Coastal Zone of Mauritius - 1641;Adaptation;Grant;Mauritius;Upper-middle-income economies;Sub-Saharan Africa;Adaptation Fund (AF);2011;2011;UNDP;9.12;0.88
4;coast;coastal zones;wetlands;;;adaptation;change climate impact;coastal  wetl;;;;coastal zones;coastal ecosystem;;;Adaptation to Climate Change Impacts on the Coastal Wetlands - 1165;Adaptation;Grant;Mexico;Upper-middle-income economies;Latin America and the Caribbean;Special Climate Change Fund (SCCF);2009;;World Bank;4.5;4.5
59;preparation activities;planning;;;;climate resilience;grant preparation project;agriculture conservation;;;;food security;agriculture;conservation;;Climate Resilience Through Conservation Agriculture (Project Preparation Grant) - 1184;Adaptation;Grant;Moldova;Lower-middle-income economies;Europe and Central Asia;Special Climate Change Fund (SCCF);2011;;IFAD;4.26;0
93;ecosystem;water;ecosystem management;;;ecosystem;catchments critical water;mongolia;security water;adaptation approach;;terrestrial ecosystems;water management;control of water pollution;surface water;Ecosystem Based Adaptation Approach to Maintaining Water Security in Critical Water Catchments in Mongolia - 1638;Adaptation;Grant;Mongolia;Lower-middle-income economies;Asia and Pacific;Adaptation Fund (AF);2011;2011;UNDP;5.5;1.039.999
175;livestock management;;;;;;;;;;;food security;Livestock;;;Mongolia Livestock Sector Adaptation Project - 1166;Adaptation;Grant;Mongolia;Lower-middle-income economies;Asia and Pacific;Special Climate Change Fund (SCCF);2009;;IFAD;1.5;1.5
160;development planning;disaster prevention;agriculture;water management;;change climate;resilience; development disaster planning prevention;agricultural  sector water;;;cross-sector ;disaster management;water management;agriculture;Integrating Climate Change in Development Planning and Disaster Prevention to Increase Resilience of Agricultural and Water Sectors - 1167;Adaptation;Grant;Morocco;Lower-middle-income economies;Middle East and North Africa;Special Climate Change Fund (SCCF);2009;;World Bank;4.35;4.35
1;coast;coastal zones;;;;adaptation;coastal  zone;;;;;coastal zones;coastal zones;;;Adaptation in the coastal zones of Mozambique - 1258;Adaptation;Grant;Mozambique;Low-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2011;;UNDP;4.43;4.43
21;water;irrigation;;;;;;;;;;water resources;irrigation;;;Baixo Limpopo Irrigation and Climate Resilience Project (AfDB) - 220;Adaptation;Concessional Loan;Mozambique;Low-income economies;Sub-Saharan Africa;Pilot Program for Climate Resilience (PPCR);2012;;AFDB;15.8;0
49;technical assistance;;;;;assistance change climate technical;;;;;;cross-sector ;technical support;;;Climate Change Technical Assistance - 221;Adaptation;Grant;Mozambique;Low-income economies;Sub-Saharan Africa;Pilot Program for Climate Resilience (PPCR);2012;;;2;0
67;meteo;hydro-meteorological system;;;;climate resilience;hydro;meteorological services;;;;education/capacity building;meteorological services;;;Climate resilience: Transforming Hydro-Meteorological Services - 273;Adaptation;Grant;Mozambique;Low-income economies;Sub-Saharan Africa;Pilot Program for Climate Resilience (PPCR);2013;;IBRD;15;0
77;drought;;;;; change climate drought;;;;;;terrestrial ecosystems;land management;water management;;Coping with Drought and Climate Change - 1168;Adaptation;Grant;Mozambique;Low-income economies;Sub-Saharan Africa;Special Climate Change Fund (SCCF);2007;;UNDP;0.96;0.96
191;development planning;policy development;adaptation mainstreaming;;;action;;adaptation national program;;;;cross-sector ;mainstreaming;;;National Adaptation Programme of Action (NAPA) - 1257;Adaptation;Grant;Mozambique;Low-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2003;;UNDP;0.2;0.2
286;land resources management;water management;;;;;management resources sustainable water;;;;;cross-sector ;land management;water management;;Sustainable Land & Water Resources Management (AfDB) - 228;Adaptation;Grant;Mozambique;Low-income economies;Sub-Saharan Africa;Pilot Program for Climate Resilience (PPCR);2012;;AfDB;15.8;0
287;land resources management;water management;;;;grant preparation project;l management resources sustainable water;;;;;cross-sector ;land management;water management;;Sustainable Land & Water Resources Management (project preparation grant) - 243;Adaptation;Grant;Mozambique;Low-income economies;Sub-Saharan Africa;Pilot Program for Climate Resilience (PPCR);2012;;AFDB;0;0
302;planning activities;pilot programme;;;;climate resilience;;funding phase;design;national program strategic;;cross-sector ;mainstreaming;Capacity building ;policy implementation;design of national Strategic Programs for Climate Resilience (SPCR) (phase 1 funding) - 169;Adaptation;Grant;Mozambique;Low-income economies;Sub-Saharan Africa;Pilot Program for Climate Resilience (PPCR);2010;;;1.5;0.71
207;preparation activities;policy development;;;;action;;adaptation national program;preparation;;;cross-sector ;policy development;mainstreaming;;Preparation of National Adaptation Programme of Action (NAPA) - 1259;Adaptation;Grant;Myanmar;Low-income economies;Asia and Pacific;Least Developed Countries Fund (LDCF);2009;;UNEP;0.2;0.2
243;Community Resilience;Climae variability;Woman;Children;; child women; change climate variability;community resilience;;focus special;;education/capacity building;public awareness;;;Scaling Up Community Resilience to Climate Variability and Climate Change in Northern Namibia, with a Special Focus on Women and Children. - 1196;Adaptation;Grant;Namibia;Upper-middle-income economies;Sub-Saharan Africa;Special Climate Change Fund (SCCF);2013;;UNDP;3.05;0
27;water;mountain region;;;;grant preparation project;;building climate resilience;eco mountain;region;;water resources;water management;land management;;Building Climate Resilience of Watersheds in Mountain Eco-Regions (ADB) (project preparation grant) - 178;Adaptation;Grant;Nepal;Low-income economies;Asia and Pacific;Pilot Program for Climate Resilience (PPCR);2011;;;0;0
28;water;mountain region;;;;;grant;building climate resilience;eco mountain;region;;water resources;water management;land management;;Building Climate Resilience of Watersheds in Mountain Eco-Regions (ADB) - Grant - 283;Adaptation;Grant;Nepal;Low-income economies;Asia and Pacific;Pilot Program for Climate Resilience (PPCR);2011;;ADB;0;0
29;infrastructure;housing;agricultural production;;;building climate communities ;participation private sector;;;;;infrastructure;agriculture;;;Building Climate Resilient CommunitiesÂ through Private Sector Participation  - 268;Adaptation;Grant;Nepal;Low-income economies;Asia and Pacific;Pilot Program for Climate Resilience (PPCR);2012;;IFC;2.1;0
30;infrastructure;housing;agricultural production;;;building climate communities ;participation private sector;;;;;infrastructure;agriculture;;;Building Climate Resilient CommunitiesÂ through Private Sector Participation  - 270;Adaptation;Concessional Loan;Nepal;Low-income economies;Asia and Pacific;Pilot Program for Climate Resilience (PPCR);2012;;IFC;6.6;0
31;preparation activities;;;;;grant preparation project;building climate communities ;participation private sector;;;;infrastructure;agriculture;;;Building Climate Resilient CommunitiesÂ through Private Sector Participation (IFC) (project preparation grant) - 180;Adaptation;Grant;Nepal;Low-income economies;Asia and Pacific;Pilot Program for Climate Resilience (PPCR);2011;;;0.3;0
36;early warning systems;capacity building;information and forecasting;Agriculture Management Information System;;;building resilience;climate hazard related;;;;early warning systems and disaster management;capacity building;early warning systems;weather/climate information;Building Resilience to Climate Related Hazards (IBRD)  - 265;Adaptation;Grant;Nepal;Low-income economies;Asia and Pacific;Pilot Program for Climate Resilience (PPCR);2012;;IBRD;16;0
37;early warning systems;capacity building;information and forecasting;Agriculture Management Information System;;;building resilience;climate hazard related;;;;early warning systems and disaster management;capacity building;early warning systems;weather/climate information;Building Resilience to Climate Related Hazards (IBRD) - 266;Adaptation;Concessional Loan;Nepal;Low-income economies;Asia and Pacific;Pilot Program for Climate Resilience (PPCR);2012;;IBRD;15;0
43;ecosystem;;;;;degraded ests;nepal;rangel; capital livelihoods natural resilient rural;catalysing ecosystem restoration;;terrestrial ecosystems;forest ecosystems;land rehabilitation and protection;sustainable livelihoods;Catalysing Ecosystem Restoration for Resilient Natural Capital and Rural Livelihoods in Degraded Forests and Rangelands of Nepal - 1344;Adaptation;Grant;Nepal;Low-income economies;Asia and Pacific;Least Developed Countries Fund (LDCF);2013;;UNEP;5.35;0
73;flood protection;;;;;community; flood glacial lake outburst reduction risk;;;;;education/capacity building;early warning system;water management;;Community Based Flood and Glacial Lake Outburst Risk Reduction - 1292;Adaptation;Grant;Nepal;Low-income economies;Asia and Pacific;Least Developed Countries Fund (LDCF);2011;;UNDP;6.3;0
171;risk management;;;;;;development;change climate mainstreaming management risk;;;;early warning systems and disaster management;mainstreaming;disaster management;;Mainstreaming Climate Change Risk Management in Development (ADB) - 176;Adaptation;Grant;Nepal;Low-income economies;Asia and Pacific;Pilot Program for Climate Resilience (PPCR);2011;;;7.16;0.29
200;development planning;policy development;adaptation mainstreaming;;;change climate;action;adaptation national program;;;;cross-sector ;mainstreaming;policy development;;National Adaptation Programme of Action to Climate Change - 1260;Adaptation;Grant;Nepal;Low-income economies;Asia and Pacific;Least Developed Countries Fund (LDCF);2011;;UNDP;0.2;0.2
234;Sustainable Livelihoods ;Agriculture;Vulnerability;;;adaptive capacity;impact; change climate variability;livelihoods sustainable;agriculture sector;;education/capacity building;sustainable livelihoods;capacity building ;agriculture;Reducing Vulnerability and Increasing Adaptive Capacity to Respond to Impacts of Climate Change and Variability for Sustainable Livelihoods in Agriculture Sector in Nepal - 1360;Adaptation;Grant;Nepal;Low-income economies;Asia and Pacific;Least Developed Countries Fund (LDCF);2013;;FAO;2.69;0
303;planning activities;pilot programme;;;;climate resilience;;funding phase;design;national program strategic;;cross-sector ;policy implementation;Capacity building ;;design of national Strategic Programs for Climate Resilience (SPCR) (phase 1 funding) - 175;Adaptation;Grant;Nepal;Low-income economies;Asia and Pacific;Pilot Program for Climate Resilience (PPCR);2011;;;0.21;0.21
2;water management;water supplies;;;;change climate;adaptation;supply water;;;;water resources;water supply infrastructure;;;Adaptation of Nicaragua's Water Supplies to Climate Change - 1179;Adaptation;Grant;Nicaragua;Lower-middle-income economies;Latin America and the Caribbean;Special Climate Change Fund (SCCF);2011;;IBRD;6;6
239;flood control;drought control;;;; risk vulnerability;real watershed;estero ;drought;reduction;;terrestrial ecosystems;water management;land rehabilitation;;Reduction of risks and vulnerability based on flooding and droughts in the Estero Real watershed - 1631;Adaptation;Grant;Nicaragua;Lower-middle-income economies;Latin America and the Caribbean;Adaptation Fund (AF);2010;2011;UNDP;5.5;3.77
70;mainstreaming into policy;building capacity;;;;climate resilience;;action community project;;;;education/capacity building;mainstreaming;local capacity building;;Community Action Project for Climate Resilience (IBRD) - 182;Adaptation;Grant;Niger;Low-income economies;Sub-Saharan Africa;Pilot Program for Climate Resilience (PPCR);2011;;;35;1.77
71;mainstreaming into policy;building capacity;;;;climate resilience;;;;;;education/capacity building;mainstreaming;local capacity building;;Community Action Project for Climate Resilience (IBRD) - 241;Adaptation;Concessional Loan;Niger;Low-income economies;Sub-Saharan Africa;Pilot Program for Climate Resilience (PPCR);2011;;IBRD;28;0.86
136;agriculture;capacity building;;;;change climate;agriculture sector ;adaptive  capacity resilience;;;;education/capacity building;agriculture;Capacity building ;;Implementing NAPA Priority Interventions to Build Resilience and Adaptive Capacity of the Agriculture Sector to Climate Change - 1261;Adaptation;Grant;Niger;Low-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2009;;UNDP;3.5;3.5
165;food security;agriculture;;;;climate resilience;food security;agricultural  pastoral production;approach farmers field school ;area rural vulnerable;;food security;agriculture;livestock;;Integrating Climate Resilience into Agricultural and Pastoral Production for Food Security in Vulnerable Rural Areas through the Farmers Field School Approach - 1316;Adaptation;Grant;Niger;Low-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2012;;FAO;3.8;0
204;information;capacity building;policy development;;;adaptation;;action national;changements climatiques;du preparation program;;cross-sector ;policy development;;;Preparation du Programme d'Action National pour l'Adaptation aux Changements Climatiques (NAPA) - 1262;Adaptation;Grant;Niger;Low-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2004;;UNDP;0.2;0.2
221;Climate Forecast;Early Warning Systems;;;; climate ecasting operationalization systems;improvement ;systems warning;project;;;early warning systems and disaster management;weather/climate information;early warning system;;Project for the Improvement of Climate Forecasting Systems and Operationalization of Early Warning Systems (PDIPC) - 258;Adaptation;Grant;Niger;Low-income economies;Sub-Saharan Africa;Pilot Program for Climate Resilience (PPCR);2012;;AFDB;3.5;0
222;Climate Forecast;Early Warning Systems;;;;grant preparation project; climate ecasting operationalization systems;improvement ;systems warning;project;;early warning systems and disaster management;weather/climate information;early warning system;;Project for the Improvement of Climate Forecasting Systems and Operationalization of Early Warning Systems (project preparation grant) - 260;Adaptation;Concessional Loan;Niger;Low-income economies;Sub-Saharan Africa;Pilot Program for Climate Resilience (PPCR);2012;;AFDB;9.5;0
245;Community-Based Adaptation ;;;;;adaptation;community;;;;;education/capacity building;public awareness;;;Scaling up Community-Based Adaptation (CBA) in Niger - 1320;Adaptation;Grant;Niger;Low-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2012;;UNDP;3.75;0
295;water management;development;;;;;promovare; development mobilization project resources water;;;;water resources;Water management;;;Water Resources Mobilization and Development Project (PROMOVARE) - Project ID XPCRNE032A (AfDB)  - 232;Adaptation;Grant;Niger;Low-income economies;Sub-Saharan Africa;Pilot Program for Climate Resilience (PPCR);2012;;AfDB;9.5;0
296;water management;development;;;;;promovare; development mobilization project resources water;;;;water resources;Water management;;;Water Resources Mobilization and Development Project (PROMOVARE) - Project ID XPCRNE032A (AfDB)  - 259;Adaptation;Concessional Loan;Niger;Low-income economies;Sub-Saharan Africa;Pilot Program for Climate Resilience (PPCR);2012;;AFDB;12.5;0
237;Flood control;;;;; risk vulnerability;flood glacier lake outburst;norrn pakistan;;;;infrastructure;Water management;;;Reducing risks and vulnerabilities from Glacier Lake Outbursts Floods in Northern Pakistan - 1632;Adaptation;Grant;Pakistan;Lower-middle-income economies;Asia and Pacific;Adaptation Fund (AF);2010;2011;UNDP;3.9;2.64
121;enhancing adaptive capacities;flood control;;;;change;community;adaptive capacity;coast north ;flood;;education/capacity building;Water management;;;Enhancing adaptive capacity of communities to climate change-related floods in the North Coast and Islands Region of Papua New Guinea - 1653;Adaptation;Grant;Papua New Guinea;Lower-middle-income economies;Asia and Pacific;Adaptation Fund (AF);2012;;UNDP;6.53;1.73
304;planning activities;pilot programme;;;;climate resilience;;funding phase;design;national program strategic;;cross-sector ;mainstreaming;Capacity building ;policy implementation;design of national Strategic Programs for Climate Resilience (SPCR) (phase 1 funding) - 186;Adaptation;Grant;Papua New Guinea;Lower-middle-income economies;Asia and Pacific;Pilot Program for Climate Resilience (PPCR);2010;;;0;0
47;agriculture;natural resources management;improve adaptive capacity;;;adaptation change climate project;phase;;;;;cross-sector ;agriculture;capacity building;natural resources management;Climate Change Adaptation Project, Phase I - 1169;Adaptation;Grant;Philippines;Lower-middle-income economies;Asia and Pacific;Special Climate Change Fund (SCCF);2008;;World Bank;4.97;4.97
246;Risk Transfer Mechanisms;Farming;;;;climate communities farming vulnerable;;mechanisms risk transfer up;;;;insurance;insurance;;;Scaling up Risk Transfer Mechanisms for Climate Vulnerable Farming Communities in Southern Philippines - 1187;Adaptation;Grant;Philippines;Lower-middle-income economies;Asia and Pacific;Special Climate Change Fund (SCCF);2012;;UNDP;1.05;0
134;enhancing adaptive capacities;policy development;;;;climate resilience;spcr;implementation;;program strategic ;;education/capacity building;policy development;;;Implementation of the Strategic Program for Climate Resilience (SPCR): Pacific Region - 271;Adaptation;Grant;Regional;Unknown;Unknown;Pilot Program for Climate Resilience (PPCR);2013;;ADB;3.69;0
248;Catastrophe Risk Insurance Facility;;;;; catastrophe caucasus europe facility insurance risk souastern;crif seec;;;;;insurance;insurance;;;Southeastern Europe and Caucasus Catastrophe Risk Insurance Facility (SEEC CRIF) - 1180;Adaptation;Grant;Regional - Europe and Central Asia;Unknown;Europe and Central Asia;Special Climate Change Fund (SCCF);2011;;IBRD;5.5;5.5
80;protection of indigenous peoples;flood control;glacial melt;;;adaptation change climate measure of pilot;ean region ; design implementation;;;;terrestrial ecosystems;erosion control;land rehabilitation;;Design and Implementation of Pilot Climate Change Adaptation Measures in the Andean Region - 1170;Adaptation;Grant;Regional - Latin America and Caribean;Unknown;Latin America and the Caribbean;Special Climate Change Fund (SCCF);2007;;World Bank;6.9;6.9
201;food security;coastal area management;water management;;;;change climate project;adaptation pacific;;;;cross-sector ;food security;coastal zones;water management;Pacific Adaptation to Climate Change Project (PACC) - 1171;Adaptation;Grant;Regional - Pacific;Unknown;Sub-Saharan Africa;Special Climate Change Fund (SCCF);2008;;UNDP;13.13;13.13
32;forests;savannah;wetlands;communities;ecosystem management;building resilience;degraded ests;communities living;approach ecosystem management;;;terrestrial ecosystems;forest ecosystems;land rehabilitation;wetland ecosystem;Building Resilience of Communities Living in Degraded Forests, Savannahs and Wetlands of Rwanda Through an Ecosystem Management Approach - 1345;Adaptation;Grant;Rwanda;Low-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2013;;UNEP;5.6;0
101;capacity building;policy development;;;;action;;adaptation national plan;activities;preparation ;;cross-sector ;policy development;;;Enabling Activities to Facilitate the Preparation of a National Adaptation Plan of Action (NAPA) - 1263;Adaptation;Grant;Rwanda;Low-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2004;;UNEP;0.2;0.2
236;Early warning systems;;;;;change climate;support;integrated management watershed;disaster preparedness systems;area flood prone;;early warning systems and disaster management;early warning systems;disaster management;;Reducing Vulnerability to Climate Change by Establishing Early Warning and Disaster Preparedness Systems and Support for Integrated Watershed Management in Flood Prone Areas - 1264;Adaptation;Grant;Rwanda;Low-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2009;;UNEP;3.16;3.16
92;mainstreaming into policy;;;;;communities;economy;;adaptation ;climate vulnerability;;cross-sector ;mainstreaming;policy adaptation;;Economy-wide integration of CC Adaptation and DRM/DRR to Reduce Climate Vulnerability of Communities in Samoa - 1361;Adaptation;Grant;Samoa;Lower-middle-income economies;Asia and Pacific;Least Developed Countries Fund (LDCF);2013;;UNDP;12.32;0
114;vulnerability assessment;community adaptation planning;policy development;coastal areas;;change climate;resilience;coastal communities;;;;coastal zones;coastal zones;;;Enhancing Resilience of Coastal Communities of Samoa to Climate Change - 1645;Adaptation;Grant;Samoa;Lower-middle-income economies;Asia and Pacific;Adaptation Fund (AF);2012;2012;UNDP;8.73;1.48
124;infrastructure;road network;enhancing adaptive capacities;vulnerability assessment;;;climate resilience ;;;;;infrastructure;infrastructure;;;Enhancing the Climate Resilience of the West Coast Road - 267;Adaptation;Grant;Samoa;Lower-middle-income economies;Asia and Pacific;Pilot Program for Climate Resilience (PPCR);2012;;IBRD;14.8;0
127;tourism;policy development;enhancing adaptive capacities;;;resilience ;change risk;community reliant;tourism;;;tourism;sustainable tourism;;;Enhancing the resilience of tourism-reliant communities to climate change risks - 1295;Adaptation;Grant;Samoa;Lower-middle-income economies;Asia and Pacific;Least Developed Countries Fund (LDCF);2011;;UNDP;1.95;0
159;health ;risk reduction;agriculture;;;change climate risk;;agriculture ;health sector;;;cross-sector ;agriculture;;;Integrating Climate Change Risks into the Agriculture and Health Sectors in Samoa - 1265;Adaptation;Grant;Samoa;Lower-middle-income economies;Asia and Pacific;Least Developed Countries Fund (LDCF);2008;;UNDP;2;2
168;forestry management;;;;;;estry into management;integration; change climate resilience risk;;;terrestrial ecosystems;forestry;;;Integration of Climate Change Risk and Resilience into Forestry Management (ICCRIFS) - 1266;Adaptation;Grant;Samoa;Lower-middle-income economies;Asia and Pacific;Least Developed Countries Fund (LDCF);2010;;UNDP;2.4;2.4
218;policy development;;;;;change climate;action adaptation ;program;;;;cross-sector ;policy development;;;Programme of Action for Adaptation to Climate Change - 1267;Adaptation;Grant;Samoa;Lower-middle-income economies;Asia and Pacific;Least Developed Countries Fund (LDCF);2003;;UNDP;0.2;0.2
219;Climate Resilience;Roads;;;;grant preparation project;coast road  west;climate resilience ;;;;infrastructure;infrastructure;;;Project Preparation Grant for Enhancing the Climate Resilience of the West Coast Road - 188;Adaptation;Grant;Samoa;Lower-middle-income economies;Asia and Pacific;Pilot Program for Climate Resilience (PPCR);2011;;;0.2;0.14
305;planning activities;pilot programme;;;;climate resilience;;funding phase;design;national program strategic;;cross-sector ;mainstreaming;Capacity building ;policy implementation;design of national Strategic Programs for Climate Resilience (SPCR) (phase 1 funding) - 187;Adaptation;Grant;Samoa;Lower-middle-income economies;Asia and Pacific;Pilot Program for Climate Resilience (PPCR);2010;;;0.5;0.32
108;capacity building;;;;;capacity;;;;climate livelihood options resilient;;education/capacity building;local capacity building;livelihood diversification;;Enhancing Capacities of Rural Communities to Pursue Climate Resilient Livelihood Options in the Sao Tome and Principe Districts of CauÃ©, Me-Zochi, Principe, Lemba, Cantagalo, and Lobata (CMPLCL) - 1346;Adaptation;Grant;Sao Tome and Principe;Lower-middle-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2013;;UNDP;4.08;0
211;policy development;needs assessment;develop adaptation measures;;;action;adaptation national plan;preparation;;;;cross-sector ;policy development;;;Preparation of a National Adaptation Plan of Action - 1269;Adaptation;Grant;Sao Tome and Principe;Lower-middle-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2004;;IBRD;0.2;0.2
242;Enhanced Adaptive Capacity;;;;;change climate;adaptation;;;;;education/capacity building;capacity building;education;public awareness ;Sao Tome and PrÃªncipe: Adaptation to Climate Change - 1270;Adaptation;Grant;Sao Tome and Principe;Lower-middle-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2010;;UNEP;3.25;3.25
260;Early Warning System;Climate resilience;;;;change climate; climate early inmation systems warning;adaptation  climate development resilient;;;;early warning systems and disaster management;early warning system ;disaster management;;Strengthening Climate Information and Early Warning Systems in Western and Central Africa for Climate Resilient Development and Adaptation to Climate Change - Sao Tome and Principe - 1306;Adaptation;Grant;Sao Tome and Principe;Lower-middle-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2012;;UNDP;4;0
272;livestock management;;;;;adaptive capacity ;household;most sao tomean vulnerable;;;;education/capacity building;Livestock;;;Strengthening the Adaptive Capacity of Most Vulnerable Sao Tomeanï¿½s Livestock-keeping Households - 1268;Adaptation;Grant;Sao Tome and Principe;Lower-middle-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2011;;IBRD;1.99;0
10;coast;coastal zones;coastal erosion;;;adaptation;area vulnerable;erosion;;;;coastal zones;erosion control;;;Adaptation to coastal erosion in vulnerable areas - 1630;Adaptation;Grant;Senegal;Lower-middle-income economies;Sub-Saharan Africa;Adaptation Fund (AF);2010;2011;Centre de Suivi Ecologique;8.62;8.62
50;rural livelihoods;food security;water management;;;adaptation change climate project;area ;management of watershed;retention water;;;water resources;food security;sustainable livelihoods;land rehabilitation and protection;Climate Change adaptation project in the areas of watershed management and water retention - 1272;Adaptation;Grant;Senegal;Lower-middle-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2011;;UNDP;5;5
185;development planning;policy development;adaptation mainstreaming;;;action;adaptation national program;;;;;cross-sector ;mainstreaming;;;National Adaptation Program of Action - 1271;Adaptation;Grant;Senegal;Lower-middle-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2004;;IFAD;0.2;0.2
34;water;sanitation sector;;;;change climate;building resilience; water;sanitation sector;;;water resources;sanitation;water supply;water quality;Building Resilience to Climate Change in the Water and Sanitation Sector - 1347;Adaptation;Grant;Sierra Leone;Low-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2013;;AfDB;4;0
39;water management;improve adaptive capacity;building institutional capacity;;;change;;adaptive building capacity;exposure ;of service supply water;;education/capacity building;water supply   ;water management;;Building adaptive capacity to catalyze active public and private sector participation to manage the exposure and sensitivity of water supply services to climate change in Sierra Leone - 1300;Adaptation;Grant;Sierra Leone;Low-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2012;;UNDP;2.94;0
157;agricultural production;food security;;;;change climate;adaptation;agricultural  food production security;;;;food security;agriculture;food security ;;Integrating Adaptation to Climate Change into Agricultural Production and Food Security in Sierra Leone - 1273;Adaptation;Grant;Sierra Leone;Low-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2009;;IFAD;2.64;2.64
213;policy development;;;;;change climate;preparation;action adaptation ;national program;;;cross-sector ;policy development;;;Preparation of a National Programme of Action for Adaptation to Climate Change - 1274;Adaptation;Grant;Sierra Leone;Low-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2004;;UNDP;0.2;0.2
261;Early Warning System;Climate resilience;;;;change climate; climate early inmation systems warning;adaptation  climate development resilient;;;;early warning systems and disaster management;disaster management;early warning system;;Strengthening Climate Information and Early Warning Systems in Western and Central Africa for Climate Resilient Development and Adaptation to Climate Change - Sierra Leone - 1323;Adaptation;Grant;Sierra Leone;Low-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2012;;UNDP;4;0
122;agriculture ;food security;enhancing adaptive capacities;;;food security;community;change climate;adverse effect ;agriculture;;cross-sector ;agriculture;capacity building;;Enhancing resilience of communities in Solomon Islands to the adverse effects of climate change in agriculture and food security - 1635;Adaptation;Grant;Solomon Islands;Lower-middle-income economies;Asia and Pacific;Adaptation Fund (AF);2011;2011;UNDP;5.53;3.09
131;policy development;mainstreaming into policy;;;;action;napa;adaptation national program;;;;cross-sector ;mainstreaming;;;Formulation of a National Adaptation Programme of Action (NAPA) for Solomon Islands - 1275;Adaptation;Grant;Solomon Islands;Lower-middle-income economies;Asia and Pacific;Least Developed Countries Fund (LDCF);2005;;UNDP;0.2;0.2
247;Water Sector Adaptation Project;;;;;adaptation isls project sector solomon water;;;;;;water resources;water management;;;Solomon Islands Water Sector Adaptation Project (SIWSAP) - 1321;Adaptation;Grant;Solomon Islands;Lower-middle-income economies;Asia and Pacific;Least Developed Countries Fund (LDCF);2012;;UNDP;6.85;0
216;policy development;participatory process;needs assessment;;;change climate;action;;adaptation national plan;response;;cross-sector ;policy development;;;Preparations of National Adaptation Plan of Action (NAPA) in response to Climate Change for Somalia - 1314;Adaptation;Grant;Somalia;Low-income economies;Sub-Saharan Africa;Least Developed Countries Fund (LDCF);2012;;UNDP;0.2;0
232;Wildfire;Risks;;;;change climate;disaster risk;associated hazards wildfire;;;;terrestrial ecosystems;Forest ecosystem ;;;Reducing Disaster Risks from Wildfire Hazards Associated with Climate Change - 1172;Adaptation;Grant;South Africa;Upper-middle-income economies;Sub-Saharan Africa;Special Climate Change Fund (SCCF);2009;;UNDP;3.54;3.54
